ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
1 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA  39.57  20.47,,,19.10,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.40  0.59,2 1 1 1 2 2 2 2,,2,2 1 2,1.99
2 1S2  1.90  0.86,2 2 2 1 2 1 2 2,,2,2 1 1,2.76
3 1S3  2.30  0.71,1 2 2 1 1 1 2 1,,1,2 1 1,3.01
4 1S4  1.40  0.36,2 1 1 1 1 2 1 1,,1,1 1 1,1.76
5 2S1  1.60  0.79,1 1 2 1 2 2 2 1,,2,1 1 2,2.39
6 2S2  2.20  0.96,2 2 1 1 2 1 2 2,,2,1 1 1,3.16
7 2S3  2.60  0.70,1 1 1 1 0 1 1 1,,1,2 1 1,3.30
8 2S4  1.60  0.50,1 2 1 1 1 1 1 0,,1,1 1 1,2.10
15.00,,,,,20.47
Program Components Factor,,,,,
Skating Skills  0.75,7.50 7.75 7.50 8.00 8.00 7.75 8.25 8.25,,7.50,7.75 7.50 7.50,7.75
Timing  0.75,7.50 7.50 7.25 7.50 8.00 7.50 7.75 7.50,,7.25,7.50 7.25 7.25,7.50
Performance / Execution  0.50,7.75 7.50 7.50 7.75 7.75 7.75 8.00 7.75,,7.50,7.75 7.50 7.25,7.68
Interpretation  0.50,7.50 7.75 7.50 7.75 7.75 7.75 8.00 7.50,,7.50,7.50 7.50 7.50,7.64
Judges Total Program Component Score (factored),,,,,19.10
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
2 Oksana DOMNINA / Maxim SHABALIN,RUS  38.99  19.91,,,19.08,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.40  0.53,2 1 2 0 1 2 2 -1,,2,1 1 2,1.93
2 1S2  1.90  0.64,2 2 2 1 1 1 1 1,,2,1 1 1,2.54
3 1S3  2.30  0.50,2 1 1 1 1 1 1 1,,1,0 1 1,2.80
4 1S4  1.40  0.47,2 2 1 1 1 1 2 0,,1,1 1 2,1.87
5 2S1  1.60  0.71,1 1 2 0 1 2 2 0,,2,1 1 2,2.31
6 2S2  2.20  0.79,2 1 2 1 1 1 1 1,,2,1 1 1,2.99
7 2S3  2.60  0.70,1 1 1 1 1 1 0 1,,1,1 1 2,3.30
8 2S4  1.60  0.57,2 2 1 1 1 1 1 0,,2,0 1 1,2.17
15.00,,,,,19.91
Program Components Factor,,,,,
