ISU GP Hilton HHonors Skate America 2011,,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Meryl DAVIS / Charlie WHITE USA  8,70.33  34.14,,36.19,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 STw4  6.00  0.64 0 1 2,0 1 2 2,,2 1,6.64,
2 R2Sq3+kpYNY  6.00  1.00 2 2 2,2 2 2 2,,2 1,7.00,
3 R1Sq3+kpYNY  6.00  0.93 2 2 2,1 2 2 2,,2 1,6.93,
4 NtCiSt3  6.50  2.00 2 2 2,2 2 2 2,,2 2,8.50,
Info,,,Info,,Info
5 CuLi4  4.00  1.07 1 2 3,2 2 3 1,,2 3,5.07,
28.50,,,,34.14,
Program Components Factor,,,,,
Skating Skills  0.80 9.25 9.25 9.25,9.00 8.75 9.50 9.50,,9.25 8.00,9.18,
Linking Footwork / Movement  0.70 9.00 9.00 9.00,8.50 8.50 9.25 9.25,,9.00 8.00,8.89,
Performance  0.70 8.25 9.50 9.50,9.00 8.75 9.50 9.00,,8.75 8.50,9.00,
Choreography  0.80 9.50 9.25 9.50,9.25 8.75 9.50 9.25,,9.00 8.25,9.21,
Interpretation / Timing  1.00 8.75 9.25 9.25,9.25 8.50 9.50 8.75,,9.00 8.50,8.96,
Judges Total Program Component Score (factored),,,,36.19,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Nathalie PECHALAT / Fabian BOURZAT FRA  7,60.07  29.51,,31.56,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 CuLi4  4.00  0.86 1 2 1,2 2 2 1,,2 2,4.86,
2 R1Sq3+kpYNY  6.00  0.93 1 2 2,1 2 2 2,,2 2,6.93,
3 NtCiSt3  6.50  0.29 0 1 1,-2 -2 2 1,,2 -1,6.79,
4 R2Sq3+kpYNY  6.00  0.29 0 0 1,0 1 1 0,,1 1,6.29,
5 STw3  5.00 -0.36 -1 -1 -1,-1 1 0 -1,,0 -1,4.64,
6 Li+TRANS  0.00  0.00 - - -,- - - -,,- -,0.00,
27.50,,,,29.51,
Program Components Factor,,,,,
Skating Skills  0.80 7.25 7.50 8.25,7.25 8.00 8.75 6.75,,8.75 8.25,7.89,
Linking Footwork / Movement  0.70 7.00 7.00 8.00,8.00 8.00 8.50 7.00,,9.00 7.75,7.75,
Performance  0.70 7.00 7.75 8.25,7.00 7.75 8.75 7.00,,9.25 7.50,7.71,
Choreography  0.80 7.25 8.00 8.50,8.25 8.75 8.75 7.50,,9.50 8.00,8.25,
Interpretation / Timing  1.00 7.00 7.75 8.00,6.75 8.25 8.50 7.50,,9.00 7.75,7.82,
Judges Total Program Component Score (factored),,,,31.56,
Deductions: Falls: -1.00,,,,-1.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Nelli ZHIGANSHINA / Alexander GAZSI GER  6,55.66  29.14,,26.52,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 R1Sq2+kpYNN  5.00  0.43 -1 2 1,1 1 1 0,,2 0,5.43,
2 NtCiSt3  6.50  0.86 0 1 1,1 0 1 1,,1 1,7.36,
3 STw4  6.00  0.57 2 1 1,1 1 2 1,,1 1,6.57,
4 R2Sq2+kpNNY  5.00  0.14 0 1 0,1 0 0 0,,1 0,5.14,
