11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Kimberly NAVARRO / Brent BOMMENTRE,USA,0,29.37,15.6,13.77,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,1S1,,1.4,False,0.25,0,1,0,1,0,1,1,1,1,2,0,,1.65
2,1S2,,1.9,False,0.33,0,0,0,1,1,1,1,1,0,1,0,,2.23
3,1S3,,2.3,False,0.17,0,1,0,1,0,1,0,0,0,1,0,,2.47
4,1S4,,1.4,False,0.15,0,1,0,1,0,0,1,1,0,1,0,,1.55
5,2S1,,1.6,False,0.17,-1,1,0,0,0,1,0,0,0,1,-1,,1.77
6,2S2,,2.2,False,0.23,0,0,0,0,0,1,1,0,0,1,0,,2.43
7,2S3,,2.6,False,-0.7,-1,-1,-1,-1,-1,-1,0,-1,-2,-1,-1,,1.9
8,2S4,,1.6,False,0.0,0,0,0,0,0,0,0,0,-1,0,0,,1.6
,,,15.0,,,,,,,,,,,,,,,15.6
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,5.25,4.75,5.0,6.0,6.0,6.75,5.75,6.0,5.5,5.75,5.25,,5.71
,Timing  ,,,,0.75,5.0,4.75,4.75,5.75,6.0,6.5,5.25,5.75,5.0,5.0,4.75,,5.29
,Performance / Execution  ,,,,0.5,5.25,5.0,4.75,6.0,5.75,7.0,5.5,5.75,5.25,5.0,5.5,,5.46
,Interpretation  ,,,,0.5,5.25,5.0,5.0,6.0,5.75,6.75,5.5,6.0,5.25,5.75,5.25,,5.58
,,,,,,,,,,,,,,,,,,13.77
