9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Nicole ORFORD / Thomas WILLIAMS,CAN,2,49.76,25.72,24.04,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,STw4,,6.0,False,0.0,0,0,0,0,1,0,0,0,0,,6.0
2,1YP4+kpYYY,,7.0,False,-0.21,-1,0,-1,0,0,-1,-1,0,0,,6.79
3,2YP1+kpNNN,,3.0,False,0.0,0,0,-1,0,0,0,0,0,0,,3.0
4,RoLi4,,4.0,False,0.5,0,1,0,1,1,1,2,2,1,,4.5
5,NtMiSt2,,5.0,False,0.43,-1,1,0,0,1,2,0,1,0,,5.43
,,,25.0,,,,,,,,,,,,,25.72
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.25,6.25,5.75,6.25,6.75,5.5,6.5,6.25,5.75,,6.04
,Linking Footwork / Movement  ,,,,0.7,5.0,6.0,5.5,5.75,7.0,6.0,6.25,6.25,5.25,,5.86
,Performance  ,,,,0.7,5.5,6.25,5.75,6.0,7.0,6.0,6.5,6.5,5.5,,6.07
,Choreography  ,,,,0.8,5.0,6.5,6.0,6.25,7.25,5.25,6.5,6.75,5.25,,6.07
,Interpretation / Timing  ,,,,1.0,4.5,6.5,5.5,6.0,7.0,6.25,6.25,6.5,5.0,,6.0
,,,,,,,,,,,,,,,,24.04
