10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Beatrisa LIANG,USA,0,80.98,41.74,42.24,3.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F,,5.5,False,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3.5
2,3Lz<,e,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
3,FCoSp3,,2.5,False,0.3,1,1,0,0,1,0,0,1,1,0,,2.8
4,3Lo,,5.0,False,0.2,0,0,0,1,0,1,0,-1,1,1,,5.2
5,LSp2,,1.8,False,0.5,1,1,1,1,2,1,1,1,1,1,,2.3
6,SpSq4,,3.4,False,1.0,1,1,1,1,1,2,1,1,1,2,,4.4
7,3Lz+2T,e,8.03,True,-1.0,-1,-1,0,-2,-1,-2,-1,-2,-2,-1,,7.03
8,3T,,4.4,True,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.4
9,3F<+SEQ,,1.5,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.5
10,SlSt2,,2.3,False,0.0,0,0,0,0,0,1,0,0,0,0,,2.3
11,2A+2T+2Lo,,6.93,True,-0.32,-1,0,0,-1,-1,-1,-1,-1,0,0,,6.61
12,FSSp2,,2.0,False,0.3,1,1,1,0,0,0,0,1,1,0,,2.3
13,CCoSp2,,2.5,False,0.0,0,0,0,0,0,1,0,0,0,0,,2.5
,,,47.76,,,,,,,,,,,,,,41.74
,Program Components,,,,Factor
,Skating Skills ,,,,1.6,5.25,5.5,5.75,5.75,5.0,5.75,5.75,5.75,5.5,5.5,,5.5
,Transition / Linking Footwork ,,,,1.6,5.0,5.0,5.5,5.25,4.5,5.0,5.25,5.5,5.0,5.25,,5.1
,Performance / Execution ,,,,1.6,4.75,5.0,5.5,5.0,4.75,5.25,5.25,5.25,5.0,5.75,,5.1
,Choreography / Composition ,,,,1.6,5.0,5.25,5.75,5.5,4.75,5.5,5.5,5.75,5.5,5.5,,5.35
,Interpretation ,,,,1.6,5.0,5.75,5.5,5.25,4.75,5.25,5.75,5.75,5.0,5.5,,5.35
,,,,,,,,,,,,,,,,,42.24
Deduction,Falls,-3.0
