ISU Grand Prix of Figure Skating Final,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Yuzuru HANYU JPN  5,110.95  61.81,,,49.14,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4S  10.50  3.00 3 3 3,3 2 3 3,,,3 3,13.50,
2 4T+3T  14.60  3.00 3 3 2,3 3 3 3,,,3 3,17.60,
3 FCSp4  3.20  1.29 3 3 2,3 2 2 2,,,3 3,4.49,
4 3A  9.35 x  2.71 3 3 3,2 2 3 3,,,3 2,12.06,
"",Info,,,,,Info
5 CSSp4  3.00  1.43 3 3 3,3 3 3 2,,,2 3,4.43,
6 StSq3  3.30  1.50 3 3 3,3 2 3 3,,,3 3,4.80,
7 CCoSp3p4  3.50  1.43 3 3 2,3 3 3 2,,,3 3,4.93,
47.45,,,,,61.81,
Program Components Factor,,,,,,
Skating Skills  1.00 9.75 9.75 9.50,9.75 9.00 10.00 9.50,,10.00,9.75,9.71,
Transition / Linking Footwork  1.00 9.75 9.75 9.50,9.75 9.00 9.50 9.50,,,9.50 9.75,9.61,
Performance / Execution  1.00 10.00 10.00 10.00,10.00 9.75 10.00 10.00,,10.00,10.00,10.00,
Choreography / Composition  1.00 10.00 10.00 10.00,10.00 9.25 9.75 9.75,,10.00,10.00,9.93,
Interpretation  1.00 10.00 10.00 10.00,10.00 9.50 10.00 9.75,,,9.50 10.00,9.89,
Judges Total Program Component Score (factored),,,,,49.14,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Javier FERNANDEZ ESP  6,91.52  44.56,,,46.96,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4S  10.50 -2.69 -1 -2 -2,-2 -3 -3 -2,,,-1 -3,7.81,
2 3Lz+2T !  7.30 -0.30 -1 0 1,0 -1 -1 -1,,,0 0,7.00,
3 FUSp4  2.90  0.93 2 2 3,1 1 2 2,,,2 2,3.83,
4 3A  9.35 x  2.14 2 2 3,2 2 2 2,,,3 2,11.49,
5 CCoSp3p4  3.50  1.00 1 2 2,2 2 2 2,,,2 2,4.50,
6 CSSp4  3.00  0.93 1 2 3,1 2 2 2,,,2 2,3.93,
7 StSq4  3.90  2.10 3 3 3,3 3 3 3,,,3 3,6.00,
40.45,,,,,44.56,
Program Components Factor,,,,,,
Skating Skills  1.00 9.50 9.00 9.75,9.50 9.00 9.00 9.00,,,9.50 8.50,9.21,
Transition / Linking Footwork  1.00 9.75 9.00 9.75,9.50 9.00 8.75 9.00,,,9.50 8.75,9.21,
Performance / Execution  1.00 9.50 9.25 9.50,9.50 9.00 9.25 9.00,,,9.25 9.00,9.25,
Choreography / Composition  1.00 9.75 9.50 10.00,9.75 9.25 9.25 9.75,,10.00,9.25,9.61,
Interpretation  1.00 9.75 9.25 10.00,9.75 9.25 9.75 9.75,,10.00,9.50,9.68,
Judges Total Program Component Score (factored),,,,,46.96,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,,
ISU Grand Prix of Figure Skating Final,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Boyang JIN CHN  3,86.95  47.99,,,38.96,0.00,
