ISU Grand Prix of Figure Skating Final,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Evgenia MEDVEDEVA RUS  5,74.58  40.20,,,34.38,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 CCoSp3p4  3.50  1.07 2 3 2,2 3 2 2,,,1 2,4.57,
2 StSq4  3.90  1.10 2 2 1,2 1 2 1,,,1 3,5.00,
3 3F+3T  10.56 x  1.40 2 2 2,1 2 2 2,,,2 3,11.96,
4 2A  3.63 x  0.79 1 2 2,1 2 1 2,,,1 3,4.42,
"",Info,,,,,Info
5 3Lo  5.61 x  0.60 -2 2 0,2 0 1 0,,,1 2,6.21,
6 FCSp4  3.20  0.93 3 3 2,1 2 2 1,,,1 2,4.13,
7 LSp4  2.70  1.21 2 3 3,2 3 3 2,,,2 2,3.91,
33.10,,,,,40.20,
Program Components Factor,,,,,,
Skating Skills  0.80 8.00 9.00 8.75,8.50 9.00 8.25 8.75,,,8.00 9.25,8.61,
Transition / Linking Footwork  0.80 7.75 9.25 8.25,8.50 8.50 8.25 8.50,,,7.50 8.75,8.36,
Performance / Execution  0.80 7.75 9.50 8.75,8.75 8.75 8.75 8.75,,,8.25 9.00,8.71,
Choreography / Composition  0.80 8.50 9.50 8.50,8.50 8.50 8.50 8.50,,,7.75 8.75,8.54,
Interpretation  0.80 8.50 9.50 8.75,8.75 8.75 8.50 8.75,,,7.25 9.25,8.75,
Judges Total Program Component Score (factored),,,,,34.38,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Elena RADIONOVA RUS  2,69.43  36.10,,,33.33,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz  6.00 -1.10 -1 -2 -2,-2 -1 -1 -1,,,-3 -2,4.90,
2 FCSp4  3.20  0.57 1 1 2,2 1 1 1,,,0 1,3.77,
3 CCoSp3p3  3.00  0.86 1 2 2,2 2 1 2,,,1 2,3.86,
4 3Lo+3T  10.34 x  0.10 0 0 1,0 1 0 0,,,-1 0,10.44,
5 2A  3.63 x  0.50 1 1 1,1 1 1 1,,,0 1,4.13,
6 StSq4  3.90  1.40 2 1 3,2 2 2 3,,,1 2,5.30,
7 LSp4  2.70  1.00 2 1 2,3 2 2 2,,,2 2,3.70,
32.77,,,,,36.10,
Program Components Factor,,,,,,
Skating Skills  0.80 8.25 7.75 8.50,8.50 8.50 8.25 8.75,,,8.00 8.50,8.36,
Transition / Linking Footwork  0.80 8.00 7.50 8.25,8.25 8.50 8.00 8.50,,,7.50 8.00,8.07,
Performance / Execution  0.80 8.25 7.50 9.00,8.50 8.50 7.75 8.75,,,8.00 8.75,8.36,
Choreography / Composition  0.80 7.75 7.25 9.00,8.50 8.50 8.25 8.50,,,8.25 8.75,8.36,
Interpretation  0.80 7.75 7.50 9.25,8.75 8.75 8.25 8.75,,,8.25 9.00,8.50,
Judges Total Program Component Score (factored),,,,,33.33,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Grand Prix of Figure Skating Final,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
