"",,FIGURE SKATING,,
"",,PATINAGE ARTISTIQUE,,
"",,MEN,,
"",,HOMMES,,
"",,SHORT PROGRAM,,
"",,PROGRAMME COURT,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,
"",,THU 5 FEB 2009 / JEU 5 FEV 2009,,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
1,CHAN Patrick,CAN 8I8n.f9o0 50.30 38.60,0.00,Info
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 3A,,8.20 2.00 2 3 2 2 2 2 2 2 2 - - -,10.20,
2 3F+3T,,9.50 1.60 1 2 1 2 1 2 2 1 1 - - -,11.10,
3 3Lz,,6.00 1.60 2 1 1 2 2 1 2 2 2 - - -,7.60,
4 CiSt3,,3.30 1.00 2 2 1 2 2 2 2 2 2 - - -,4.30,
5 CSSp4,,3.00 0.40 1 1 0 1 0 1 0 1 1 - - -,3.40,
6 FSSp4,,3.00 0.40 1 2 0 1 0 1 1 1 0 - - -,3.40,
7 SlSt4,,3.90 2.00 2 2 1 2 3 3 2 2 2 - - -,5.90,
8 CCoSp4,,3.50 0.90 1 2 0 2 2 1 2 2 2 - - -,4.40,
"",,40.40,50.30,
Program Components,,Factor,,
Skating Skills,,1.00 7.50 8.00 7.50 7.75 8.25 7.25 7.50 8.00 8.00 - - -,7.75,
Transitions / Linking Footwork,,1.00 7.25 7.50 7.50 7.50 8.25 7.00 7.25 7.50 7.75 - - -,7.45,
Performance / Execution,,1.00 7.25 7.75 7.50 8.25 8.50 7.50 7.75 8.25 8.25 - - -,7.90,
Choreography / Composition,,1.00 7.50 7.75 7.50 7.75 8.50 7.00 7.50 8.00 8.25 - - -,7.70,
Interpretation,,1.00 7.50 8.00 7.50 7.50 8.50 7.50 7.75 8.25 8.25 - - -,7.80,
Judges Total Program Component Score (factored),,,38.60,
Deductions:,,,0.00,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
2,LYSACEK Evan,USA 81.65 44.30 37.35,0.00,
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 3A,,8.20 0.40 0 0 1 1 0 0 0 1 0 - - -,8.60,
2 3Lz+3T,,10.00 1.00 1 1 0 1 1 1 1 1 1 - - -,11.00,
3 3F,,"! 5.50 0.20 0 0 -1 1 -1 0 1 0 0 - - -",5.70,
4 CiSt3,,3.30 0.60 1 2 1 2 1 1 1 1 1 - - -,3.90,
5 CSSp3,,2.60 0.40 1 0 0 2 1 1 1 1 1 - - -,3.00,
6 FSSp4,,3.00 0.60 2 1 0 2 0 1 2 1 1 - - -,3.60,
7 SlSt3,,3.30 0.90 1 2 1 2 2 2 2 1 2 - - -,4.20,
8 CCoSp4,,3.50 0.80 2 2 1 3 2 1 2 1 2 - - -,4.30,
"",,39.40,44.30,
Program Components,,Factor,,
Skating Skills,,1.00 7.25 7.75 6.75 7.75 7.50 7.25 7.75 7.25 7.75 - - -,7.55,
Transitions / Linking Footwork,,1.00 7.00 7.50 6.50 7.25 6.00 7.00 7.50 6.75 7.50 - - -,7.20,
Performance / Execution,,1.00 7.50 7.75 6.75 8.00 7.50 7.25 7.75 7.75 7.75 - - -,7.65,
Choreography / Composition,,1.00 7.50 7.75 6.75 7.50 7.00 7.00 7.50 7.25 8.00 - - -,7.40,
Interpretation,,1.00 7.25 8.00 6.50 7.50 7.50 7.50 7.75 7.00 8.25 - - -,7.55,
Judges Total Program Component Score (factored),,,37.35,
Deductions:,,,0.00,
FSM010201_77B 1.0,,Report Created / Rapport créé THU 5 FEB 2009 20:40 / JEU 5 FEV 2009 20:40,Page 1/14,
"",,FIGURE SKATING,,
"",,PATINAGE ARTISTIQUE,,
"",,MEN,,
"",,HOMMES,,
"",,SHORT PROGRAM,,
"",,PROGRAMME COURT,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,
"",,THU 5 FEB 2009 / JEU 5 FEV 2009,,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
3,KOZUKA Takahiko,JPN 7I6n.f6o1 42.76 33.85,0.00,Info
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 3Lz+3T,,10.00 1.80 1 2 1 2 2 2 2 1 2 - - -,11.80,
2 3A,,8.20 -0.84 -1 -1 0 0 -1 -1 -1 0 -1 - - -,7.36,
3 FSSp4,,3.00 0.50 1 1 0 2 1 1 1 1 1 - - -,3.50,
4 3F,,5.50 0.00 -1 0 0 0 0 0 0 0 2 - - -,5.50,
5 SlSt3,,3.30 0.60 1 1 0 2 1 1 1 1 2 - - -,3.90,
6 CiSt3,,3.30 0.50 1 2 0 1 1 1 1 1 1 - - -,3.80,
7 CSSp3,,2.60 0.50 1 1 0 2 0 1 1 1 1 - - -,3.10,
8 CCoSp3,,3.00 0.80 2 2 0 2 0 1 2 1 2 - - -,3.80,
"",,38.90,42.76,
Program Components,,Factor,,
Skating Skills,,1.00 6.75 7.25 6.00 7.00 7.00 6.00 7.25 7.25 8.00 - - -,6.95,
Transitions / Linking Footwork,,1.00 6.25 7.00 6.00 6.50 6.75 5.50 7.00 6.25 7.75 - - -,6.55,
Performance / Execution,,1.00 6.25 7.25 6.00 7.25 7.00 6.25 7.50 6.75 7.75 - - -,7.00,
Choreography / Composition,,1.00 6.75 7.00 6.00 6.50 6.75 5.75 6.75 6.75 8.25 - - -,6.60,
Interpretation,,1.00 6.50 7.25 6.00 6.50 7.00 6.00 7.25 6.75 8.00 - - -,6.75,
Judges Total Program Component Score (factored),,,33.85,
Deductions:,,,0.00,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
4,ABBOTT Jeremy,USA 75.67 40.72 35.95,1.00,
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 3F+3T,,9.50 1.20 1 1 1 2 0 1 1 2 1 - - -,10.70,
2 3A,,8.20 1.20 1 2 1 1 1 1 1 1 2 - - -,9.40,
3 CCoSp4,,3.50 0.80 2 1 0 2 2 2 1 2 2 - - -,4.30,
4 3Lz,,6.00 -3.00 -3 -3 -3 -3 -3 -3 -3 -3 -2 - - -,3.00,
5 FSSp3,,2.60 0.60 1 1 0 2 0 1 1 1 2 - - -,3.20,
6 CiSt3,,3.30 -0.28 -1 0 0 -1 -1 -1 -1 0 0 - - -,3.02,
7 SlSt3,,3.30 0.50 1 2 1 1 0 1 0 1 1 - - -,3.80,
8 CSSp4,,3.00 0.30 0 0 0 2 1 1 1 1 0 - - -,3.30,
"",,39.40,40.72,
Program Components,,Factor,,
Skating Skills,,1.00 7.00 7.75 6.75 7.50 6.75 7.00 6.75 7.50 7.50 - - -,7.25,
Transitions / Linking Footwork,,1.00 6.75 7.50 7.00 7.00 6.50 6.50 6.50 7.50 7.50 - - -,7.10,
Performance / Execution,,1.00 7.00 7.50 6.75 6.75 6.75 7.00 6.50 7.25 7.50 - - -,7.05,
