"",,FIGURE SKATING,,
"",,PATINAGE ARTISTIQUE,,
"",,ICE DANCE,,
"",,DANSE SUR GLACE,,
"",,FREE DANCE,,
"",,DANSE LIBRE,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,
"",,FRI 6 FEB 2009 / VEN 6 FEV 2009,,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
1,DAVIS Meryl / WHITE Charlie,USA 9I6n.f7o4 49.90 46.84,0.00,Info
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 CoSp4,,4.70 1.20 3 3 2 3 2 3 2 1 3 - - -,5.90,
2 CuLi4+RoLi4,,6.40 1.00 3 2 2 3 2 3 2 1 2 - - -,7.40,
3 CiSt3,,7.20 1.40 2 2 1 2 1 2 1 1 2 - - -,8.60,
4 CuLi4,,4.00 0.80 2 2 1 1 1 1 2 1 3 - - -,4.80,
5 STw4,,4.70 1.10 3 2 2 2 3 3 2 1 2 - - -,5.80,
6 SlLi4,,4.00 0.60 2 1 1 3 1 2 1 1 2 - - -,4.60,
7 MiSt4,,7.00 0.80 1 1 1 2 0 2 1 0 1 - - -,7.80,
8 RoLi4,,4.00 1.00 2 2 2 2 2 2 2 1 2 - - -,5.00,
"",,42.00,49.90,
Program Components,,Factor,,
Skating Skills,,1.25 8.25 8.25 7.50 7.50 7.75 8.50 7.75 7.25 7.75 - - -,7.80,
Transitions / Linking Footwork / Movement,,1.75 8.25 8.25 6.75 7.75 7.75 7.75 7.50 7.00 7.75 - - -,7.65,
Performance / Execution,,1.00 8.75 8.75 7.75 8.00 8.00 8.25 7.75 7.25 8.00 - - -,8.05,
Composition / Choreography,,1.00 8.25 8.50 7.50 7.50 7.75 8.00 7.50 7.25 7.75 - - -,7.75,
Interpretation / Timing,,1.00 8.50 8.50 7.00 8.00 8.25 8.25 7.75 7.00 8.00 - - -,7.90,
Judges Total Program Component Score (factored),,,46.84,
Deductions:,,,0.00,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
2,VIRTUE Tessa / MOIR Scott,CAN 94.51 47.20 47.31,0.00,
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 CoSp3,,4.00 -0.10 0 0 -1 2 -1 2 0 0 1 - - -,3.90,
2 SeLi4,,6.40 1.00 1 2 2 2 2 2 2 2 2 - - -,7.40,
3 CiSt3,,7.20 1.20 0 2 1 2 0 1 2 1 2 - - -,8.40,
4 SlLi4,,4.00 1.10 0 2 3 2 2 2 3 1 3 - - -,5.10,
5 STw4,,4.70 0.90 2 2 2 2 1 2 2 1 2 - - -,5.60,
6 CuLi4,,4.00 1.10 2 2 3 1 1 2 2 2 3 - - -,5.10,
7 RoLi4,,4.00 1.50 3 3 3 2 2 3 3 3 3 - - -,5.50,
8 DiSt3,,6.20 0.00 -1 2 -1 0 -1 2 1 0 1 - - -,6.20,
9 Li+TRANS,,0.00 0.00 - - - - - - - - - - - -,0.00,
"",,40.50,47.20,
Program Components,,Factor,,
Skating Skills,,1.25 7.50 8.25 8.25 7.75 7.75 8.50 8.00 7.75 8.25 - - -,8.00,
Transitions / Linking Footwork / Movement,,1.75 7.75 8.25 8.00 7.75 7.50 8.00 7.50 7.25 8.00 - - -,7.75,
Performance / Execution,,1.00 7.25 8.25 7.25 7.50 7.50 8.00 7.75 7.75 8.25 - - -,7.70,
Composition / Choreography,,1.00 7.50 8.50 8.75 7.50 7.50 8.00 7.50 8.00 8.50 - - -,8.00,
Interpretation / Timing,,1.00 8.00 8.50 8.00 7.75 7.75 8.25 8.00 8.00 8.25 - - -,8.05,
Judges Total Program Component Score (factored),,,47.31,
Deductions:,,,0.00,
FSX030101_77B 1.0,,Report Created / Rapport créé FRI 6 FEB 2009 15:49 / VEN 6 FEV 2009 15:49,Page 1/6,
"",,FIGURE SKATING,,
"",,PATINAGE ARTISTIQUE,,
"",,ICE DANCE,,
"",,DANSE SUR GLACE,,
"",,FREE DANCE,,
"",,DANSE LIBRE,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,
"",,FRI 6 FEB 2009 / VEN 6 FEV 2009,,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
3,SAMUELSON Emily / BATES Evan,USA 8I9n.f9o0 48.10 41.80,0.00,Info
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 CiSt3,,7.20 1.40 2 2 1 2 0 2 2 1 1 - - -,8.60,
2 CuLi4,,4.00 0.50 1 1 1 1 1 1 2 1 1 - - -,4.50,
3 SeLi4,,6.40 0.90 1 2 1 1 2 2 2 2 2 - - -,7.30,
4 CoSp4,,4.70 0.70 1 2 1 2 1 2 2 1 2 - - -,5.40,
5 STw4,,4.70 0.70 2 1 1 1 1 2 2 1 2 - - -,5.40,
6 MiSt3,,6.20 1.20 2 1 1 1 0 1 2 1 1 - - -,7.40,
7 SlLi4,,4.00 0.90 2 2 1 2 2 1 3 1 2 - - -,4.90,
8 RoLi4,,4.00 0.60 1 1 1 2 1 2 2 1 2 - - -,4.60,
"",,41.20,48.10,
Program Components,,Factor,,
Skating Skills,,1.25 7.75 6.25 7.00 7.00 7.00 7.00 7.50 7.00 6.50 - - -,7.00,
Transitions / Linking Footwork / Movement,,1.75 7.50 6.25 6.50 7.00 6.75 6.75 7.50 7.00 6.25 - - -,6.80,
Performance / Execution,,1.00 7.75 6.50 7.50 6.75 7.00 7.00 8.00 7.25 6.75 - - -,7.25,
Composition / Choreography,,1.00 7.50 6.75 6.75 6.75 6.75 6.75 8.25 7.25 6.50 - - -,7.00,
Interpretation / Timing,,1.00 7.25 6.50 6.50 7.00 7.25 7.25 8.00 7.00 6.50 - - -,6.90,
Judges Total Program Component Score (factored),,,41.80,
Deductions:,,,0.00,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
4,CRONE Vanessa / POIRIER Paul,CAN 88.03 47.40 40.63,0.00,
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 StaLi4,,4.00 0.50 1 1 2 2 1 1 1 1 1 - - -,4.50,
2 STw4,,4.70 0.50 0 2 1 2 0 2 1 1 2 - - -,5.20,
3 CiSt4,,8.00 1.00 0 1 1 1 1 1 1 1 1 - - -,9.00,
4 CoSp4,,4.70 0.60 1 1 2 3 1 1 2 1 1 - - -,5.30,
5 SeLi4,,6.40 0.50 1 1 1 1 1 1 1 1 2 - - -,6.90,
6 RoLi4,,4.00 0.80 1 2 1 1 1 2 2 2 2 - - -,4.80,
7 DiSt3,,6.20 0.80 0 1 0 2 1 1 1 1 1 - - -,7.00,
8 SlLi4,,4.00 0.70 1 2 1 2 2 1 1 0 2 - - -,4.70,
9 Li+TRANS,,0.00 0.00 - - - - - - - - - - - -,0.00,
"",,42.00,47.40,
Program Components,,Factor,,
Skating Skills,,1.25 6.75 5.75 7.00 7.00 6.75 6.50 7.25 6.75 6.75 - - -,6.80,
