"",,FIGURE SKATING,,
"",,PATINAGE ARTISTIQUE,,
"",,ICE DANCE,,
"",,DANSE SUR GLACE,,
"",,ORIGINAL DANCE,,
"",,DANSE ORIGINALE,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,
"",,THU 5 FEB 2009 / JEU 5 FEV 2009,,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
1,VIRTUE Tessa / MOIR Scott,CAN 60.90 Info 31.60 29.30,0.00,Info
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 STw4,,4.70 1.00 0 3 2 2 1 2 2 1 2 - - -,5.70,
2 MiStNt3,,6.20 0.80 0 1 0 1 0 2 1 1 1 - - -,7.00,
3 Sp4,,4.70 0.30 0 1 -1 0 1 2 2 1 0 - - -,5.00,
4 SlLi4,,4.00 1.30 2 2 3 3 2 3 3 2 2 - - -,5.30,
5 DiSt3,,7.20 1.40 1 1 -1 2 1 2 2 1 1 - - -,8.60,
6 Li+TRANS,,0.00 0.00 - - - - - - - - - - - -,0.00,
"",,26.80,31.60,
Program Components,,Factor,,
Skating Skills,,0.80 7.50 7.50 7.00 7.75 7.75 8.25 8.00 7.75 7.75 - - -,7.70,
Transitions / Linking Footwork / Movement,,0.80 7.25 7.50 7.00 7.75 7.50 8.00 7.75 8.00 7.50 - - -,7.55,
Performance / Execution,,0.60 7.25 7.25 6.75 7.50 7.50 8.25 8.25 8.00 7.50 - - -,7.55,
Composition / Choreography,,0.60 7.50 7.50 7.25 7.75 7.75 8.25 8.00 8.00 7.75 - - -,7.70,
Interpretation / Timing,,1.00 7.50 7.75 8.00 8.25 7.75 8.50 8.25 8.25 7.25 - - -,7.95,
Judges Total Program Component Score (factored),,,29.30,
Deductions:,,,0.00,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
2,DAVIS Meryl / WHITE Charlie,USA 60.42 31.60 28.82,0.00,
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 STw4,,4.70 1.00 1 2 2 2 2 2 2 1 2 - - -,5.70,
2 DiSt3,,7.20 1.60 1 1 1 3 1 2 2 2 2 - - -,8.80,
3 Sp3,,4.00 0.90 1 1 2 3 1 2 1 2 3 - - -,4.90,
4 MiStNt3,,6.20 1.40 1 1 1 2 1 2 1 2 2 - - -,7.60,
5 SlLi4,,4.00 0.60 1 1 2 1 2 1 1 1 2 - - -,4.60,
6 Li+TRANS,,0.00 0.00 - - - - - - - - - - - -,0.00,
"",,26.10,31.60,
Program Components,,Factor,,
Skating Skills,,0.80 7.50 7.25 7.25 7.75 7.75 7.75 7.75 7.50 8.00 - - -,7.60,
Transitions / Linking Footwork / Movement,,0.80 7.25 7.00 7.50 7.50 7.50 7.75 7.50 7.50 8.00 - - -,7.50,
Performance / Execution,,0.60 7.25 7.50 7.00 7.75 7.75 8.00 7.75 8.00 7.75 - - -,7.60,
Composition / Choreography,,0.60 7.50 7.00 7.50 7.50 7.75 7.75 7.50 8.25 8.00 - - -,7.55,
Interpretation / Timing,,1.00 7.50 7.00 7.25 8.25 7.75 8.00 7.75 8.25 7.75 - - -,7.65,
Judges Total Program Component Score (factored),,,28.82,
Deductions:,,,0.00,
FSX030201_77B 1.0,,Report Created / Rapport créé FRI 6 FEB 2009 16:12 / VEN 6 FEV 2009 16:12,Page 1/6,
"",,FIGURE SKATING,,
"",,PATINAGE ARTISTIQUE,,
"",,ICE DANCE,,
"",,DANSE SUR GLACE,,
"",,ORIGINAL DANCE,,
"",,DANSE ORIGINALE,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,
"",,THU 5 FEB 2009 / JEU 5 FEV 2009,,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
3,SAMUELSON Emily / BATES Evan,USA 59.48 Info 33.10 26.38,0.00,Info
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 STw4,,4.70 0.90 1 2 1 2 2 2 2 2 2 - - -,5.60,
2 SlLi4,,4.00 0.60 1 1 1 2 2 1 2 1 1 - - -,4.60,
3 CiSt4,,8.00 1.80 0 1 2 2 1 2 2 2 2 - - -,9.80,
4 Sp4,,4.70 0.60 1 1 1 2 2 1 1 1 2 - - -,5.30,
5 MiStNt3,,6.20 1.60 1 1 2 2 1 1 2 2 2 - - -,7.80,
6 Li+TRANS,,0.00 0.00 - - - - - - - - - - - -,0.00,
"",,27.60,33.10,
Program Components,,Factor,,
Skating Skills,,0.80 6.75 6.00 6.50 7.25 6.75 7.25 7.50 6.25 6.75 - - -,6.90,
Transitions / Linking Footwork / Movement,,0.80 6.50 6.00 6.00 7.50 6.75 7.50 7.50 6.25 6.50 - - -,6.80,
Performance / Execution,,0.60 6.50 6.50 6.25 7.50 7.00 7.25 7.75 6.75 6.75 - - -,6.90,
Composition / Choreography,,0.60 6.75 5.50 6.25 8.00 6.75 7.50 7.75 6.75 7.00 - - -,7.05,
Interpretation / Timing,,1.00 6.50 5.75 6.50 8.25 7.00 7.75 7.75 7.00 6.75 - - -,7.05,
Judges Total Program Component Score (factored),,,26.38,
Deductions:,,,0.00,
"",,Total Total Total,Total,
Rank,Name,NOC Segment Element Program  Component,Deductions,
"",,Code Score Score Score (factored),,
"",,= + +,-,
4,CRONE Vanessa / POIRIER Paul,CAN 56.36 30.50 25.86,0.00,
"# Executed",,Base GOE The Judges Panel,Scores,
Elements,,Value (in random order),of Panel,
1 Sp4,,4.70 0.70 1 2 1 1 1 2 1 0 2 - - -,5.40,
2 DiSt4,,8.00 1.40 0 1 1 2 1 1 2 1 2 - - -,9.40,
3 CuLi3,,3.50 0.30 0 1 0 0 2 2 1 0 1 - - -,3.80,
4 MiStNt3,,6.20 1.00 1 1 1 1 0 1 1 1 1 - - -,7.20,
5 STw4,,4.70 0.00 0 1 -1 -1 0 1 0 1 0 - - -,4.70,
6 Li+TRANS,,0.00 0.00 - - - - - - - - - - - -,0.00,
"",,27.10,30.50,
Program Components,,Factor,,
Skating Skills,,0.80 6.75 6.50 6.25 7.00 6.50 7.00 7.50 5.50 6.50 - - -,6.75,
Transitions / Linking Footwork / Movement,,0.80 6.50 6.75 6.00 7.25 6.25 6.75 7.25 5.50 6.25 - - -,6.70,
Performance / Execution,,0.60 6.50 6.75 5.75 7.00 6.75 7.00 7.50 6.00 6.75 - - -,6.80,
Composition / Choreography,,0.60 6.75 7.00 6.00 7.25 6.50 7.25 7.50 6.00 6.50 - - -,6.95,
Interpretation / Timing,,1.00 6.50 6.50 6.25 7.25 6.75 7.25 7.75 6.25 6.75 - - -,6.85,
Judges Total Program Component Score (factored),,,25.86,
Deductions:,,,0.00,
FSX030201_77B 1.0,,Report Created / Rapport créé FRI 6 FEB 2009 16:12 / VEN 6 FEV 2009 16:12,Page 2/6,
"",,FIGURE SKATING,,
"",,PATINAGE ARTISTIQUE,,
"",,ICE DANCE,,
"",,DANSE SUR GLACE,,
"",,ORIGINAL DANCE,,
"",,DANSE ORIGINALE,,
