ISU GP 2016 Progressive Skate America,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Shoma UNO JPN  9  190.19,,100.11,91.08,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 IJn3f o J4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4F  12.30  1.43 1 1 2 1 2,,1 2,2 0,13.73,
2 4T  10.30  2.29 3 2 3 2 2,,2 2,3 2,12.59,
3 3Lo  5.10  1.00 2 1 1 2 2,,1 1,2 0,6.10,
4 FCSp4  3.20  0.64 1 1 1 1 2,,2 2,1 0,3.84,
5 StSq3  3.30  1.29 3 3 3 2 2,,3 2,3 2,4.59,
6 FCCoSp4  3.50  0.79 2 3 2 1 1,,2 2,1 0,4.29,
7 3A+3T  14.08 x  2.43 3 2 2 2 3,,2 3,3 1,16.51,
8 4T+2T  12.76 x  1.43 1 1 1 2 2,,1 2,2 0,14.19,
9 3Lz  6.60 x  0.70 0 0 1 1 2,,2 1,2 0,7.30,
10 3A< <  6.49 x -3.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,3.49,
11 3S  4.84 x  0.70 1 0 1 0 1,,2 1,2 1,5.54,
12 ChSq1  2.00  1.30 1 3 2 1 1,,3 2,3 1,3.30,
13 CCoSp4  3.50  1.14 3 2 3 2 2,,3 2,2 2,4.64,
87.97,,,,100.11,
Program Components Factor,,,,,
Skating Skills  2.00  9.00  9.25  9.50  8.75  8.75,,9.25  9.50,9.00  9.00,9.11,
Transitions  2.00  8.75  9.00  9.25  8.25  8.75,,8.75  9.25,9.00  8.50,8.86,
Performance  2.00  9.50  9.00  9.50  8.75  8.75,,9.50  9.75,9.50  8.75,9.21,
Composition  2.00  9.00  9.25  9.25  8.25  8.50,,9.25  9.50,9.25  9.25,9.11,
Interpretation of the Music  2.00  9.25  9.50  9.50  8.50  8.75,,9.25  9.75,9.50  9.00,9.25,
Judges Total Program Component Score (factored),,,,91.08,
Deductions Falls: -1.00(1),,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Jason BROWN USA  10  182.63,,92.61,90.02,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T< <  8.00 -1.03 0 -1 0 -1 -1,,-1 -1,-1 -1,6.97,
2 3A+2T  9.80  1.57 2 2 2 2 1,,2 1,1 0,11.37,
3 CCSp4  3.20  1.50 3 3 3 3 3,,3 3,3 2,4.70,
4 StSq4  3.90  1.70 3 2 3 2 2,,3 2,3 2,5.60,
5 3A  9.35 x  0.43 0 0 1 0 1,,1 0,1 -1,9.78,
6 FCCoSp4  3.50  1.00 2 2 2 2 2,,3 2,2 0,4.50,
7 3Lz  6.60 x  1.20 2 1 2 2 2,,2 2,1 0,7.80,
8 3F+3T !  10.56 x -0.10 0 -1 1 -1 0,,2 0,0 -1,10.46,
9 2A  3.63 x  0.50 0 1 1 1 1,,2 1,2 0,4.13,
10 ChSq1  2.00  1.70 3 1 2 3 3,,3 2,3 0,3.70,
11 3Lo  5.61 x  0.80 1 1 1 1 1,,2 1,2 0,6.41,
12 3Lz+1Lo+3S  11.99 x  1.20 2 2 2 2 2,,3 1,1 1,13.19,
13 CCoSp3  3.00  1.00 2 2 2 2 2,,3 2,2 1,4.00,
81.14,,,,92.61,
Program Components Factor,,,,,
