ISU GP 2016 Progressive Skate America,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Julianne SEGUIN / Charlie BILODEAU CAN  5  130.82,,66.56,64.26,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 InJfo4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw4  6.60  0.00 0 -2 0 -1 1,,-1 0,1 1,6.60,
2 3T+2T  5.60  0.90 2 1 1 0 1,,0 2,2 2,6.50,
3 3Li4  4.50  0.79 2 2 1 1 2,,2 2,1 1,5.29,
4 3S  4.40  1.00 1 1 0 1 2,,1 2,2 2,5.40,
5 FCCoSp4  3.50  0.17 0 0 -1 -1 0,,1 1,1 1,3.67,
6 5SLi3  6.00  0.79 2 1 0 1 1,,2 2,2 2,6.79,
7 ChSq1  2.00  1.20 2 1 1 1 2,,2 2,2 2,3.20,
8 3LzTh  5.50  0.20 0 0 0 0 0,,0 2,1 1,5.70,
9 FiDs4  3.50  1.30 2 2 0 2 2,,1 2,2 2,4.80,
10 3LoTh  5.00  0.60 1 0 0 0 2,,0 2,1 2,5.60,
11 5ALi3  7.00  0.80 1 1 1 1 2,,1 1,2 1,7.80,
12 PCoSp4  4.50  0.71 2 1 1 1 2,,2 1,2 1,5.21,
58.10,,,,66.56,
Program Components Factor,,,,,
Skating Skills  1.60  8.00  8.00  7.75  8.25  7.75,,7.75  8.50,7.75  8.25,7.96,
Transitions  1.60  8.00  7.50  7.25  8.00  7.50,,7.50  8.75,7.75  7.75,7.71,
Performance  1.60  8.50  8.00  8.00  8.25  8.00,,7.75  8.75,8.50  8.25,8.21,
Composition  1.60  8.50  8.25  8.00  8.00  7.75,,7.75  8.75,8.00  8.50,8.14,
Interpretation of the Music  1.60  8.50  8.00  8.25  8.00  8.00,,8.00  9.00,8.25  8.00,8.14,
Judges Total Program Component Score (factored),,,,64.26,
Deductions,,,,0.00,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Haven DENNEY / Brandon FRAZIER USA  7  125.36,,61.22,64.14,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Tw3  6.20  0.80 1 1 1 1 1,,1 0,2 2,7.00,
2 3LoTh  5.00  1.10 1 1 1 2 2,,1 2,2 2,6.10,
3 3S+2T<< <<  4.80 -1.50 -2 -3 -2 -2 -2,,-2 -2,-3 -2,3.30,
4 ChSq1  2.00  1.10 1 1 2 2 2,,2 1,2 1,3.10,
5 1A  1.10 -0.40 -2 -2 -2 0 -2,,-2 -2,-2 -2,0.70,
6 3STh  4.50  0.60 1 1 0 0 0,,1 1,2 2,5.10,
7 5ALi4  7.50  1.20 2 1 1 2 2,,2 1,2 2,8.70,
8 FCCoSp4  3.50  0.79 1 1 2 1 1,,2 2,2 2,4.29,
9 PCoSp4  4.50  0.57 1 1 0 2 1,,2 1,1 1,5.07,
10 5RLi4  7.50  1.30 2 2 0 2 2,,2 1,2 2,8.80,
11 3Li4  4.50  0.86 2 1 0 2 2,,2 1,2 2,5.36,
12 BoDs2  3.50  0.20 0 0 0 1 0,,0 0,1 1,3.70,
54.60,,,,61.22,
Program Components Factor,,,,,
Skating Skills  1.60  7.50  8.25  8.00  8.50  7.75,,7.75  7.75,8.00  8.00,7.93,
Transitions  1.60  7.25  7.75  7.50  8.50  7.50,,8.00  7.75,8.00  7.75,7.75,
