ISU GP 2016 Progressive Skate America,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
1 Ashley WAGNER USA  11  69.50  34.78,,34.72,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info J6 J7",,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 3F+3T< <  8.30  0.00 0 1 -1 -1 0 0 0,,0 1,8.30,
2 LSp3  2.40  1.00 1 2 2 2 2 2 2,,2 2,3.40,
3 FSSp3  2.60  0.86 2 2 2 2 1 2 1,,1 2,3.46,
4 3Lo  5.61 x  1.30 2 1 2 2 2 2 2,,2 1,6.91,
5 2A  3.63 x  0.93 2 2 1 2 2 2 2,,2 1,4.56,
6 CCoSp3  3.00  0.64 1 2 2 2 1 1 1,,1 1,3.64,
7 StSq3  3.30  1.21 3 2 3 2 2 2 3,,3 1,4.51,
28.84,,,34.78,
Program Components Factor,,,,
Skating Skills  0.80  9.50  8.75  8.50  8.75  8.50  8.75  8.75,,8.25  8.75,8.68,
Transitions  0.80  9.00  8.00  8.25  8.50  8.25  8.25  8.75,,7.75  8.25,8.32,
Performance  0.80  9.25  9.00  8.50  8.50  8.75  9.00  8.75,,8.75  9.00,8.82,
Composition  0.80  9.25  8.50  8.75  8.75  8.75  8.75  9.00,,8.25  8.50,8.71,
Interpretation of the Music  0.80  9.50  8.75  8.75  8.75  8.75  8.75  9.25,,8.50  9.00,8.86,
Judges Total Program Component Score (factored),,,34.72,
Deductions,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
2 Mai MIHARA JPN  9  65.75  35.72,,30.03,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 J6 J7",,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Lz+3T  10.30  1.10 2 1 2 1 2 1 2,,2 1,11.40,
2 FSSp4  3.00  0.93 2 2 2 1 2 2 3,,2 1,3.93,
3 CCoSp4  3.50  0.57 1 1 1 1 2 1 2,,1 1,4.07,
4 2A  3.63 x  0.79 1 1 2 1 2 2 2,,2 1,4.42,
5 LSp4  2.70  0.57 1 0 2 1 1 1 1,,1 2,3.27,
6 StSq3  3.30  0.50 1 0 1 1 2 1 2,,0 1,3.80,
7 3F  5.83 x -1.00 -1 -2 -1 -2 -1 -2 -1,,-1 -2,4.83,
32.26,,,35.72,
Program Components Factor,,,,
Skating Skills  0.80  7.75  7.25  7.75  7.50  8.25  7.75  8.50,,7.50  7.50,7.71,
Transitions  0.80  7.00  7.00  7.25  7.00  7.75  7.25  7.75,,6.50  7.00,7.18,
Performance  0.80  7.75  6.25  7.50  7.50  8.00  7.50  8.25,,7.50  7.50,7.61,
Composition  0.80  7.50  6.50  7.75  7.50  8.00  7.50  8.00,,7.25  7.25,7.54,
Interpretation of the Music  0.80  7.00  6.00  7.50  7.75  7.75  7.50  7.75,,7.25  7.75,7.50,
Judges Total Program Component Score (factored),,,30.03,
Deductions,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP 2016 Progressive Skate America,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
3 Gracie GOLD USA  6  64.87  33.21,,32.66,1.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info J6 J7",,J8 J9 Ref,,Info
Elements Value,,,Panel,
