10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Emily HUGHES,USA,0,92.84,43.64,49.2,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+2T,,6.8,False,-0.8,-1,-1,-1,-1,0,0,0,-1,-1,-1,,6.0
2,1Lz,,0.6,False,-0.22,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,,0.38
3,3S<,,1.3,False,-0.48,-2,-2,-1,-1,-1,0,-2,-2,-2,-1,,0.82
4,FSSp3,,2.3,False,0.1,1,0,0,1,0,0,0,0,0,0,,2.4
5,LSp4,,2.6,False,0.6,1,1,1,1,2,2,1,2,2,0,,3.2
6,3S+SEQ,,3.96,True,-1.0,-2,-1,-1,-1,-1,-1,0,-1,-1,-1,,2.96
7,3T+2T,,5.83,True,0.2,0,0,1,1,1,0,0,0,0,0,,6.03
8,SpSq4,,3.4,False,1.4,0,1,1,1,1,2,2,2,2,0,,4.8
9,CCoSp3,,3.0,False,0.3,1,0,1,1,1,0,1,0,1,0,,3.3
10,3T,,4.4,True,0.0,0,0,0,0,0,0,0,-1,-1,-1,,4.4
11,SlSt1,,1.8,False,0.2,0,1,0,0,1,0,1,1,1,0,,2.0
12,2A,,3.85,True,0.4,0,0,0,1,0,0,1,1,0,0,,4.25
13,CoSp4,,3.0,False,0.1,0,0,1,1,0,0,0,0,1,0,,3.1
,,,42.84,,,,,,,,,,,,,,43.64
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,6.25,6.5,6.25,6.5,6.5,6.25,6.5,6.0,6.5,7.0,,6.35
,Transition / Linking Footwork  ,,,,1.6,5.5,6.25,6.0,5.75,5.75,5.5,6.0,5.0,5.75,6.25,,5.75
,Performance / Execution  ,,,,1.6,5.0,6.5,6.25,6.75,6.25,6.0,6.25,6.25,6.25,6.75,,6.25
,Choreography / Composition  ,,,,1.6,5.75,6.5,6.0,6.75,6.25,5.75,6.5,6.0,6.0,6.5,,6.15
,Interpretation  ,,,,1.6,5.5,6.25,6.25,7.25,6.0,6.25,6.5,6.0,5.75,6.75,,6.25
,,,,,,,,,,,,,,,,,49.2
