9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Madison HUBBELL / Zachary DONOHUE,USA,7,49.93,25.5,25.43,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,NtCiSt2,,5.0,False,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2,,3.0
2,R1Sq4+kpYYY,,7.0,False,0.21,1,1,1,0,0,0,0,1,0,,7.21
3,SlLi4,,4.0,False,0.79,2,1,2,2,1,1,1,2,2,,4.79
4,R2Sq2+kpYNN,,5.0,False,-0.21,0,0,-2,-1,0,0,-2,0,0,,4.79
5,STw4,,6.0,False,-0.29,-1,1,-2,0,-1,0,0,-1,-1,,5.71
6,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,,,27.0,,,,,,,,,,,,,25.5
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.0,6.5,5.5,6.25,4.75,7.5,6.0,6.75,7.0,,6.43
,Linking Footwork / Movement  ,,,,0.7,7.0,6.25,5.5,6.5,4.5,7.25,6.25,6.5,6.75,,6.39
,Performance  ,,,,0.7,6.75,6.0,5.25,6.25,4.5,7.0,6.25,6.5,6.5,,6.21
,Choreography  ,,,,0.8,7.0,6.5,4.25,6.5,4.75,7.5,6.25,6.75,7.0,,6.39
,Interpretation / Timing  ,,,,1.0,6.75,6.5,5.5,6.5,4.75,7.75,6.25,6.5,6.5,,6.36
,,,,,,,,,,,,,,,,25.43
Deduction,Falls,-1.0
