10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Mira LEUNG,CAN,0,90.42,48.9,41.52,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3Lz+2Lo,,7.5,False,-0.2,0,0,-1,-1,0,0,0,1,0,0,,7.3
2,3F,,5.5,False,0.0,0,0,0,0,0,0,0,0,0,0,,5.5
3,2A,,3.5,False,-0.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.7
4,CCoSp4,,3.5,False,0.3,0,1,0,1,1,0,0,0,1,1,,3.8
5,SpSq4,,3.4,False,0.8,1,1,0,1,0,1,0,0,1,1,,4.2
6,3S<,<,1.43,True,-0.3,-1,-1,-1,-1,-1,-1,0,-1,-1,-2,,1.13
7,2A<+2T,<,2.31,True,-0.54,-2,-1,-1,-2,-2,-1,-1,-2,-2,-2,,1.77
8,3F+2Lo,,7.7,True,-0.4,-1,0,-1,-1,0,0,-1,-1,0,0,,7.3
9,3Lz,,6.6,True,0.0,0,0,0,-1,0,0,0,0,0,0,,6.6
10,FCSp4,,3.2,False,0.2,0,0,-1,1,1,0,0,0,0,1,,3.4
11,SlSt2,,2.3,False,0.0,0,0,-1,0,0,1,0,1,0,0,,2.3
12,LSp3,,2.4,False,0.5,1,0,0,1,1,1,1,1,1,1,,2.9
,,,49.34,,,,,,,,,,,,,,48.9
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,5.0,5.5,4.5,5.0,5.75,5.5,5.5,5.75,5.75,5.75,,5.4
,Transition / Linking Footwork  ,,,,1.6,4.75,5.25,4.0,4.75,5.25,5.25,5.0,5.0,6.0,5.5,,5.1
,Performance / Execution  ,,,,1.6,4.5,5.75,4.75,4.75,5.5,5.5,5.25,5.75,5.5,5.5,,5.2
,Choreography / Composition  ,,,,1.6,4.75,5.5,4.5,5.25,5.5,5.25,5.25,6.0,6.0,5.75,,5.3
,Interpretation  ,,,,1.6,4.25,5.25,3.75,5.0,5.25,5.0,5.25,5.5,5.25,5.75,,4.95
,,,,,,,,,,,,,,,,,41.52
