10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Annette DYTRT,GER,0,68.51,28.75,43.76,4.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F<,<,1.7,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,,0.7
2,3T<,<,1.3,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
3,3Lo<,<,1.5,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,,0.5
4,3S+2T,,5.8,False,0.0,0,0,0,0,0,0,0,1,0,0,,5.8
5,CCoSp3,,3.0,False,0.4,1,1,1,0,0,1,1,1,1,1,,3.4
6,2A+2T,,5.28,True,0.6,1,0,1,1,0,0,0,0,1,0,,5.88
7,SpSq4,,3.4,False,1.0,1,0,1,1,1,1,1,2,1,1,,4.4
8,3S<,<,1.43,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.43
9,FSSp2,,2.3,False,-0.24,-2,0,-1,-1,-1,-1,-2,0,0,0,,2.06
10,CiSt1,,1.8,False,0.3,0,0,1,1,0,1,0,0,1,0,,2.1
11,1A,,0.88,True,0.0,0,0,0,0,0,0,0,1,0,0,,0.88
12,LSp2,,1.9,False,0.4,1,0,1,0,1,1,1,1,0,1,,2.3
,,,30.29,,,,,,,,,,,,,,28.75
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,6.25,5.25,5.75,5.5,5.25,4.75,6.5,7.25,6.5,5.75,,5.7
,Transition / Linking Footwork  ,,,,1.6,5.25,5.0,5.0,5.0,4.75,4.75,5.75,6.75,6.0,5.25,,5.05
,Performance / Execution  ,,,,1.6,5.75,4.75,5.5,5.5,4.5,4.75,5.5,6.5,5.0,5.0,,5.15
,Choreography / Composition  ,,,,1.6,6.0,5.5,6.0,5.25,4.75,5.5,6.0,6.5,6.0,6.0,,5.75
,Interpretation  ,,,,1.6,5.75,5.5,5.75,5.25,5.0,5.75,6.25,7.0,6.25,6.0,,5.7
,,,,,,,,,,,,,,,,,43.76
Deduction,Falls,-4.0
