ISU GP Skate Canada International 2011,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Elizaveta TUKTAMISHEVA RUS  2,59.57  33.95,,25.62,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+3T  10.10  1.40 2 2 2,2 2 2 2,,1 2,11.50,
2 3Lo  5.10  0.30 1 1 0,0 -1 1 1,,-1 1,5.40,
3 2A  3.30  1.07 1 2 2,2 2 3 2,,3 2,4.37,
4 LSp2  1.90  0.17 1 1 1,-1 -1 1 0,,0 0,2.07,
Info,,,Info,,Info
5 CiSt3  3.30  0.50 1 2 1,1 1 1 0,,1 1,3.80,
6 FSSp3  2.60  0.21 1 0 1,1 -2 0 1,,0 0,2.81,
7 CCoSp4  3.50  0.50 1 1 2,2 0 2 -2,,1 0,4.00,
29.80,,,,33.95,
Program Components Factor,,,,,
Skating Skills  0.80 6.50 6.75 6.25,6.00 6.50 6.75 6.50,,6.00 6.75,6.46,
Transition / Linking Footwork  0.80 6.00 6.75 5.75,5.25 6.00 6.50 5.25,,5.75 6.50,5.96,
Performance / Execution  0.80 6.50 7.25 6.25,7.00 6.50 7.00 6.00,,6.50 7.00,6.68,
Choreography / Composition  0.80 6.00 7.25 6.00,5.75 6.50 7.25 5.75,,6.25 7.25,6.43,
Interpretation  0.80 6.25 7.25 6.25,5.75 6.75 7.00 5.50,,6.50 7.00,6.50,
Judges Total Program Component Score (factored),,,,25.62,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Ashley WAGNER USA  4,54.50  30.02,,24.48,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3F+2T  6.60  1.20 1 2 2,2 2 1 3,,2 0,7.80,
2 3Lz e  6.00 -1.50 -2 -2 -1,-3 -3 -2 -3,,-1 -2,4.50,
3 2A  3.30  0.36 2 1 0,1 0 0 1,,1 1,3.66,
4 CCoSp4  3.50  0.43 0 1 1,1 1 1 1,,1 0,3.93,
5 LSp3  2.40  0.50 0 1 1,1 1 1 1,,2 1,2.90,
6 SlSt3  3.30  0.50 2 1 0,1 2 1 0,,1 1,3.80,
7 FSSp4  3.00  0.43 1 2 1,1 2 0 1,,0 -1,3.43,
28.10,,,,30.02,
Program Components Factor,,,,,
Skating Skills  0.80 6.50 6.00 6.00,6.75 6.25 6.50 5.50,,7.00 5.50,6.21,
Transition / Linking Footwork  0.80 5.75 5.75 5.75,6.50 5.75 6.00 5.00,,5.75 5.25,5.71,
Performance / Execution  0.80 6.25 6.00 6.50,7.00 6.25 6.00 6.00,,6.75 5.75,6.25,
Choreography / Composition  0.80 6.25 6.25 6.25,6.75 6.25 6.50 5.00,,6.50 6.00,6.29,
Interpretation  0.80 6.00 6.25 6.00,6.50 6.50 6.25 5.25,,6.25 5.75,6.14,
Judges Total Program Component Score (factored),,,,24.48,
Deductions:,,,,0.00,
e  Jump take off with wrong edge,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Rachael FLATT USA  7,54.23  29.14,,25.09,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3F+2T  6.60  0.50 0 1 1,0 1 1 1,,1 0,7.10,
2 3Lz  6.00  0.10 1 2 1,0 -1 -1 -2,,2 -1,6.10,
3 FCSp3  2.80  0.43 2 1 1,0 1 1 1,,1 0,3.23,
4 LSp2  1.90  0.00 0 0 0,0 0 1 0,,0 -1,1.90,
5 2A  3.30  0.07 0 1 1,0 0 0 0,,0 0,3.37,
6 SlSt3  3.30  0.71 1 2 2,1 2 1 1,,3 1,4.01,
7 CCoSp3  3.00  0.43 1 1 1,1 1 1 0,,1 0,3.43,
26.90,,,,29.14,
Program Components Factor,,,,,
Skating Skills  0.80 6.75 6.75 6.75,5.50 7.75 5.25 6.00,,7.00 5.75,6.36,
Transition / Linking Footwork  0.80 6.50 5.75 6.25,5.00 6.50 4.50 5.75,,6.75 4.50,5.75,
Performance / Execution  0.80 6.25 6.75 7.00,6.00 7.00 7.00 5.75,,7.00 5.75,6.54,
Choreography / Composition  0.80 6.50 6.50 6.75,6.00 6.75 5.50 6.00,,7.25 5.50,6.29,
Interpretation  0.80 6.75 6.50 7.00,5.75 7.50 5.50 6.00,,7.50 5.50,6.43,
Judges Total Program Component Score (factored),,,,25.09,
Deductions:,,,,0.00,
ISU GP Skate Canada International 2011,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
4 Akiko SUZUKI JPN  10,52.82  26.14,,,26.68,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3T+1Lo  4.60 -2.10 -3 -3 -3,-3 -3 -3 -3,,,-2 -3,2.50,
2 3Lz e  6.00 -1.00 -1 0 -1,-1 -2 -2 -1,,,-2 -3,5.00,
3 FCSp4  3.20  0.29 0 2 1,1 0 0 0,,,1 1,3.49,
4 2A  3.30  0.29 1 1 2,1 0 0 0,,,0 1,3.59,
"",Info,,,,,Info
5 CCoSp4  3.50  0.43 1 0 2,1 0 1 1,,,1 1,3.93,
6 SlSt3  3.30  1.00 2 3 3,2 1 2 2,,,2 1,4.30,
7 LSp3  2.40  0.93 2 3 2,1 2 2 2,,,2 1,3.33,
26.30,,,,,26.14,
Program Components Factor,,,,,,
Skating Skills  0.80 7.00 7.25 7.25,6.75 6.50 6.50 7.75,,,7.00 6.75,6.93,
Transition / Linking Footwork  0.80 6.75 6.75 7.00,6.25 6.00 6.00 6.00,,,6.50 6.50,6.39,
Performance / Execution  0.80 6.75 7.25 7.50,6.50 6.50 6.25 6.75,,,6.25 6.75,6.68,
Choreography / Composition  0.80 6.50 7.00 7.25,7.00 6.50 6.25 6.50,,,6.50 7.25,6.75,
Interpretation  0.80 7.00 7.25 7.50,6.50 6.25 6.50 5.25,,,6.25 6.50,6.61,
Judges Total Program Component Score (factored),,,,,26.68,
Deductions:,,,,,0.00,
e  Jump take off with wrong edge,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
5 Mirai NAGASU USA  8,52.73  27.61,,,26.12,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lo  5.10  0.70 1 1 1,1 1 2 1,,,1 1,5.80,
2 3Lz<+COMBO e  4.20 -2.10 -3 -3 -3,-3 -3 -3 -3,,,-3 -3,2.10,
3 2A  3.30  0.43 0 1 1,1 2 1 1,,,1 0,3.73,
4 LSp4  2.70  1.07 2 2 2,2 2 3 3,,,2 2,3.77,
5 FCSp4  3.20  0.71 1 1 2,2 1 2 1,,,1 2,3.91,
6 SlSt3  3.30  0.50 1 1 0,1 1 2 1,,,1 1,3.80,
7 CCoSp4  3.50  1.00 2 2 2,2 2 3 2,,,2 2,4.50,
25.30,,,,,27.61,
Program Components Factor,,,,,,
Skating Skills  0.80 6.75 6.75 7.00,6.25 7.00 7.00 6.50,,,6.75 6.75,6.79,
Transition / Linking Footwork  0.80 6.25 6.25 6.50,5.50 6.25 6.50 6.25,,,6.25 6.50,6.32,
Performance / Execution  0.80 6.25 6.50 6.25,5.75 6.75 7.75 6.50,,,7.00 6.50,6.54,
Choreography / Composition  0.80 7.00 6.75 6.50,5.50 6.50 7.50 6.50,,,6.75 6.75,6.68,
Interpretation  0.80 6.75 6.50 6.25,6.00 6.50 6.00 6.25,,,6.75 6.00,6.32,
Judges Total Program Component Score (factored),,,,,26.12,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpe  Jump take off with wrong edge",,,,,,
ISU GP Skate Canada International 2011,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
6 Amelie LACOSTE CAN  5,50.60  26.71,,,24.89,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 2A  3.30  0.57 1 1 2,1 2 1 1,,,1 1,3.87,
2 3Lo+2Lo  6.90  0.90 1 1 2,1 2 1 1,,,2 1,7.80,
3 3Lz<< e  2.10 -0.90 -3 -3 -3,-3 -3 -3 -3,,,-3 -3,1.20,
4 FSSp4  3.00  0.79 -1 1 2,2 1 2 2,,,2 1,3.79,
Info,Info,,,,,Info
5 CCoSp4  3.50  0.64 1 1 2,1 0 2 1,,,1 2,4.14,
6 SlSt3  3.30  0.64 1 0 2,1 1 1 1,,,2 2,3.94,
7 LSp2  1.90  0.07 0 0 0,1 0 0 0,,,0 1,1.97,
24.00,,,,,26.71,
Program Components Factor,,,,,,
Skating Skills  0.80 5.25 5.75 7.25,6.25 7.00 6.50 6.00,,,6.25 6.50,6.32,
Transition / Linking Footwork  0.80 5.00 5.50 6.75,6.00 6.75 5.75 5.75,,,6.00 6.00,5.96,
Performance / Execution  0.80 5.25 5.50 6.50,6.00 6.50 6.00 6.00,,,6.50 6.25,6.11,
