ISU World Figure Skating Championships 2008,,,,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Isabelle DELOBEL / Olivier SCHOENFELDER FRA  40.73  20.79,,,19.94,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.86 1 1 2 2 2 2 2 2,,1,2 2 2,2.66,
2 1S2  2.60  0.86 2 Info0 1 2 2 2 2 2,,1,1 2 Info 2,3.46,Info
3 1S3  1.80  0.71 1 1 1 1 2 1 3 2,,2,2 2 1,2.51,
4 2S1  2.60  1.04 2 1 2 2 2 1 1 2,,1,2 2 1,3.64,
5 2S2  3.60  1.16 2 0 1 2 2 2 2 2,,1,1 2 1,4.76,
6 2S3  2.60  1.16 2 1 1 1 2 1 2 2,,2,1 2 0,3.76,
15.00,,,,20.79,
Program Components Factor,,,,,
Skating Skills  0.75 8.75 7.75 7.75 8.50 8.00 8.00 8.25 8.75,,7.75,8.25 8.25 8.00,8.07,
Timing  0.75 8.50 7.50 7.75 8.50 7.75 7.50 8.00 8.50,,7.50,8.00 8.25 7.75,7.82,
Performance / Execution  0.50 8.75 7.75 8.00 8.75 7.75 7.75 8.00 8.50,,7.75,8.25 8.50 8.25,8.00,
Interpretation  0.50 8.75 7.75 8.00 8.75 7.75 7.75 8.25 8.75,,7.75,8.50 8.75 8.00,8.04,
Judges Total Program Component Score (factored),,,,19.94,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Tessa VIRTUE / Scott MOIR CAN  38.71  20.00,,,18.71,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.93 1 2 2 1 2 2 2 2,,1,2 2 2,2.73,
2 1S2  2.60  0.64 0 0 1 1 2 2 2 1,,1,1 1 2,3.24,
3 1S3  1.80  0.71 0 1 1 1 2 2 1 2,,1,1 1 2,2.51,
4 2S1  2.60  0.96 -1 0 2 1 2 2 2 1,,0,1 1 2,3.56,
5 2S2  3.60  0.83 0 0 2 2 2 1 1 1,,1,1 1 2,4.43,
6 2S3  2.60  0.93 1 0 1 1 2 2 1 1,,1,1 1 2,3.53,
15.00,,,,20.00,
Program Components Factor,,,,,
Skating Skills  0.75 7.50 7.25 7.75 7.75 7.25 8.00 7.75 7.75,,7.25,7.50 7.75 7.25,7.50,
Timing  0.75 7.25 7.25 7.50 7.50 7.25 7.50 7.50 7.50,,7.00,7.50 7.50 8.00,7.39,
Performance / Execution  0.50 7.25 7.50 7.50 7.25 7.00 7.75 8.00 7.25,,7.25,7.75 7.75 8.25,7.50,
Interpretation  0.50 7.00 7.50 7.75 7.50 7.00 7.75 8.00 7.75,,7.25,8.25 7.75 8.00,7.57,
Judges Total Program Component Score (factored),,,,18.71,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Jana KHOKHLOVA / Sergei NOVITSKI RUS  37.98  19.52,,,18.46,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.86 0 1 2 2 2 2 2 2,,1,0 1 2,2.66,
2 1S2  2.60  0.71 1 2 1 2 2 2 1 1,,1,0 1 2,3.31,
3 1S3  1.80  0.50 1 1 1 1 2 1 1 1,,1,1 1 0,2.30,
4 2S1  2.60  0.81 0 1 1 2 2 1 1 1,,1,0 1 2,3.41,
5 2S2  3.60  0.94 0 0 2 1 2 2 1 1,,1,1 1 2,4.54,
6 2S3  2.60  0.70 0 1 1 1 2 1 1 1,,1,1 1 1,3.30,
15.00,,,,19.52,
Program Components Factor,,,,,
Skating Skills  0.75 7.25 7.75 7.75 7.75 7.25 7.00 7.75 7.50,,7.25,7.25 7.50 7.25,7.43,
Timing  0.75 7.00 7.50 7.50 7.75 7.25 7.00 7.50 7.25,,7.00,6.75 7.25 7.50,7.29,
