ISU World Figure Skating Championships 2008,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Dan ZHANG / Hao ZHANG CHN,74.36  43.50,,,30.86,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3LzTw1  5.00  1.74 1 3 3 3,2 2 2 2,,2,3 3 3,6.74,
2 3LoTh  5.00 Info 1.40 2 2 3 2,2 2 2 2,,1,In2fo 2 2,6.40,Info
3 3S  4.50  1.57 1 2 1 2,2 2 1 1,,1,2 2 2,6.07,
4 PCoSp4  4.50  0.64 1 2 1 1,1 1 1 1,,1,1 2 2,5.14,
5 5ALi4  6.50  2.29 2 3 3 2,2 2 2 2,,2,2 2 3,8.79,
6 FCCoSp3  3.00  0.86 2 2 2 1,1 2 1 2,,1,1 2 2,3.86,
7 SlSt1  1.80  0.50 2 1 0 1,1 1 1 1,,1,1 1 1,2.30,
8 BiDs3  3.20  1.00 1 2 2 1,1 1 2 1,,1,1 1 2,4.20,
33.50,,,,,43.50,
Program Components Factor,,,,,,
Skating Skills  0.80 8.00 8.00 8.00 7.75,7.75 8.00 8.25 7.00,,7.50,7.75 8.00 8.25,7.96,
Transition / Linking Footwork  0.80 7.25 7.50 7.75 7.50,7.75 6.75 7.75 6.50,,7.50,7.50 7.50 7.75,7.57,
Performance / Execution  0.80 7.50 7.75 7.75 7.50,8.50 7.50 8.25 7.00,,7.50,7.50 7.75 8.25,7.82,
Choreography / Composition  0.80 7.50 8.00 7.25 7.50,7.75 7.00 8.00 6.00,,7.25,7.50 7.50 8.00,7.64,
Interpretation  0.80 7.75 7.75 7.00 7.50,7.75 7.00 8.00 6.00,,7.50,7.25 7.50 8.00,7.57,
Judges Total Program Component Score (factored),,,,,30.86,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Aliona SAVCHENKO / Robin SZOLKOWY GER,72.00  40.75,,,31.25,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3FTh  5.50  1.57 3 3 3 1,2 2 2 2,,1,2 2 1,7.07,
2 3LzTw2  5.50  0.80 1 1 2 1,2 2 1 1,,1,1 1 1,6.30,
3 3T  4.00 -2.00 -2 -2 -1 -2,-2 -1 -2 -2,,-2,-2 -2 -2,2.00,
4 PCoSp4  4.50  0.50 0 1 1 0,1 1 1 1,,1,1 1 1,5.00,
5 5ALi4  6.50  1.43 1 2 1 2,2 2 1 1,,1,3 1 2,7.93,
6 BiDs4  3.50  1.20 1 1 2 1,1 2 2 2,,1,2 2 2,4.70,
7 FCCoSp4  3.50  0.29 0 0 2 1,1 1 0 1,,0,0 1 1,3.79,
8 SlSt3  3.10  0.86 1 1 2 1,2 2 2 1,,1,2 2 2,3.96,
36.10,,,,,40.75,
Program Components Factor,,,,,,
Skating Skills  0.80 7.50 8.00 8.00 7.50,8.25 8.00 8.00 7.25,,7.75,8.00 7.50 8.00,7.86,
Transition / Linking Footwork  0.80 7.25 7.75 8.00 7.25,8.00 7.50 7.50 7.00,,7.50,7.75 7.25 7.75,7.61,
Performance / Execution  0.80 7.50 7.50 8.50 7.50,8.50 7.75 7.75 7.25,,7.50,8.00 7.75 8.00,7.86,
Choreography / Composition  0.80 7.75 7.75 8.25 7.50,8.25 7.75 8.00 7.50,,7.75,7.75 7.50 8.00,7.86,
Interpretation  0.80 7.50 7.50 8.25 7.75,8.25 8.00 8.00 7.25,,7.75,8.00 7.75 8.00,7.86,
Judges Total Program Component Score (factored),,,,,31.25,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Yuko KAWAGUCHI / Alexander SMIRNOV RUS,71.42  42.28,,,29.14,0.00,
