ISU Four Continents Figure Skating Championships,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Daisuke TAKAHASHI JPN  88.57  48.74,,,39.83,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3F+3T  9.50  2.14 2 2 2 2 2 2 2 3,,2,3 1 2,11.64,
2 3A  7.50 Info 2.43 3 2 3 2 2 3 2 2,,2,In3fo 1 2,9.93,Info
3 3Lz  6.00  1.86 2 1 2 2 2 1 2 2,,2,2 1 2,7.86,
4 CSSp4  3.00  0.43 1 0 1 1 1 0 1 1,,1,2 0 1,3.43,
5 CiSt4  3.40  1.86 2 1 2 2 1 2 2 3,,2,3 0 1,5.26,
6 FSSp3  2.30  0.29 0 0 1 0 1 0 1 2,,1,1 1 1,2.59,
7 SlSt3  3.10  0.86 1 0 1 2 2 1 2 2,,2,3 2 3,3.96,
8 CCoSp4  3.50  0.57 0 0 2 1 1 0 2 2,,1,2 1 2,4.07,
38.30,,,,48.74,
Program Components Factor,,,,,
Skating Skills  1.00 7.50 8.00 8.00 7.50 7.75 7.75 8.00 8.75,,7.75,8.75 8.25 8.25,8.00,
Transition / Linking Footwork  1.00 7.25 7.50 7.75 7.25 7.25 7.50 8.00 8.25,,7.50,8.75 8.50 8.25,7.68,
Performance / Execution  1.00 7.75 7.75 8.00 8.50 7.75 8.00 8.50 8.75,,7.75,9.00 8.25 8.00,8.11,
Choreography / Composition  1.00 7.50 7.75 8.00 8.00 7.50 8.00 7.75 8.50,,7.75,9.00 8.50 8.25,8.00,
Interpretation  1.00 7.50 7.50 7.75 8.00 7.75 8.25 8.25 8.75,,8.25,9.00 8.25 8.25,8.04,
Judges Total Program Component Score (factored),,,,39.83,
Deductions:,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Evan LYSACEK USA  84.06  46.06,,,38.00,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 4T+3T  13.00  0.57 1 0 1 1 0 0 1 2,,1,1 0 0,13.57,
2 3A  7.50  0.43 1 0 1 -1 0 1 0 0,,0,1 -1 0,7.93,
3 3Lz  6.00  0.86 1 -1 2 1 0 1 1 1,,1,1 0 1,6.86,
4 FSSp4  3.00  0.71 1 0 1 2 2 1 2 2,,1,2 1 1,3.71,
5 SlSt3  3.10  0.57 1 0 0 2 2 1 1 2,,1,2 2 0,3.67,
6 CSSp4  3.00  0.29 0 0 0 1 1 0 1 1,,1,1 0 1,3.29,
7 CiSt3  3.10  0.64 2 0 1 1 2 0 2 2,,2,2 1 1,3.74,
8 CCoSp3  3.00  0.29 0 0 1 0 1 0 1 1,,1,1 1 1,3.29,
41.70,,,,46.06,
Program Components Factor,,,,,
Skating Skills  1.00 7.75 7.00 7.25 7.75 7.50 7.75 8.25 8.25,,7.75,8.50 8.25 8.00,7.75,
Transition / Linking Footwork  1.00 7.00 7.00 6.75 7.25 7.00 7.25 8.00 8.00,,7.50,7.50 8.50 8.00,7.29,
Performance / Execution  1.00 7.75 6.75 7.00 8.25 7.25 7.75 8.25 8.00,,7.75,8.50 8.25 8.00,7.71,
Choreography / Composition  1.00 7.50 7.00 7.25 7.50 7.00 7.50 8.50 8.00,,7.75,8.25 8.25 7.75,7.50,
Interpretation  1.00 7.75 7.75 7.00 7.50 7.50 7.75 8.00 8.25,,7.50,8.25 8.50 7.75,7.75,
Judges Total Program Component Score (factored),,,,38.00,
Deductions:,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Jeffrey BUTTLE CAN  83.85  45.85,,,38.00,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
