ISU Four Continents Figure Skating Championships,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Total Total,,Total,,Total,
NOC Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,
Code Score Score,,Score (factored),,,
"= +",,+,,-,
1 Mao ASADA JPN  132.31  71.91,,60.40,,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3A  7.50  1.86 2 2 1 2 2 2 1 3,1,1 2 1,,9.36,
2 3F+3T<  6.80 -1.29 -1 -1 -2 -2 -1 -1 -2 -I1nfo,-1,-2 -1 -2,,5.51,Info
3 CoSp3  2.50  0.57 2 1 1 1 1 1 2 1,1,1 1 1,,3.07,
4 3Lz e  6.00 -1.14 -1 -1 -1 -1 -1 -1 -2 -1,-1,-2 -1 -2,,4.86,
5 FSSp4  3.00  0.21 1 0 0 0 0 0 1 0,1,1 1 0,,3.21,
6 SpSq4  3.40  1.00 2 1 0 1 1 0 3 0,1,1 1 1,,4.40,
7 3Lo  5.50 x  0.71 1 0 0 1 1 1 0 1,1,1 0 0,,6.21,
8 3F+3Lo  11.55 x  0.86 2 1 0 0 0 2 -2 2,-1,1 0 -1,,12.41,
9 2A+2Lo+2Lo  7.15 x  0.57 1 0 1 1 1 1 0 0,1,1 0 0,,7.72,
10 CCoSp3  3.00  0.07 1 0 0 0 0 0 1 0,0,0 0 0,,3.07,
11 SlSt3  3.10  0.71 2 1 1 1 0 1 2 2,2,1 2 1,,3.81,
12 FCCoSp4  3.50  0.36 2 0 1 1 1 0 2 0,1,1 0 0,,3.86,
13 2A  3.85 x  0.57 1 0 0 1 0 0 1 1,0,1 0 0,,4.42,
66.85,,,,71.91,
Program Components Factor,,,,,
Skating Skills  1.60 8.00 8.00 8.00 7.50 7.25 8.25 7.50 7.50,8.00,7.75 8.00 7.50,,7.75,
Transition / Linking Footwork  1.60 7.25 7.50 7.25 6.50 7.00 7.75 7.00 7.50,7.25,7.50 7.25 7.00,,7.29,
Performance / Execution  1.60 8.00 7.50 7.50 6.25 7.25 8.00 7.50 7.50,7.75,8.00 7.50 7.50,,7.61,
Choreography / Composition  1.60 7.75 7.50 7.75 7.00 7.25 7.75 7.50 8.00,7.75,7.75 8.00 7.50,,7.64,
Interpretation  1.60 7.50 7.75 7.75 6.75 7.00 7.75 7.75 7.75,8.00,7.75 6.75 7.50,,7.46,
Judges Total Program Component Score (factored),,,,60.40,
Deductions:,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Total Total,,Total,,Total,
NOC Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,
Code Score Score,,Score (factored),,,
"= +",,+,,-,
2 Joannie ROCHETTE CAN  119.50  63.40,,56.10,,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+2T+2Lo  8.80  1.14 2 1 0 1 1 2 1 1,1,1 -1 0,,9.94,
2 3F  5.50  1.43 2 1 1 1 1 2 2 2,1,1 1 0,,6.93,
3 3Lo  5.00  0.71 1 0 1 1 0 0 2 2,1,0 1 1,,5.71,
4 FCCoSp4  3.50  0.10 0 0 -1 0 0 -1 1 -1,1,1 1 0,,3.60,
5 SlSt3  3.10  0.36 1 0 0 0 0 1 1 1,1,1 1 0,,3.46,
6 3Lz  6.60 x  0.14 1 0 0 0 0 0 0 1,0,0 0 0,,6.74,
7 3S  4.95 x  1.29 1 1 1 1 1 2 2 2,1,1 0 1,,6.24,
8 CUSp3  2.30  0.07 1 0 0 0 0 0 0 -1,0,0 1 0,,2.37,
9 SpSq4  3.40  1.14 2 1 0 1 1 0 2 0,1,1 2 1,,4.54,
10 3T+3S<+SEQ  4.66 x -2.43 -3 -2 -2 -3 -3 -2 -2 -2,-2,-2 -3 -2,,2.23,
11 FSSp4  3.00  0.07 0 0 0 0 0 0 1 0,1,0 1 0,,3.07,
12 2A+2A+SEQ  6.16 x -0.80 0 -1 -2 -2 -2 0 -1 -1,0,0 -2 -1,,5.36,
13 CCoSp3  3.00  0.21 1 0 0 0 0 0 1 0,1,1 1 0,,3.21,
59.97,,,,63.40,
Program Components Factor,,,,,
Skating Skills  1.60 7.50 7.25 6.75 6.25 6.50 7.75 7.25 7.00,7.50,7.25 7.25 6.75,,7.14,
Transition / Linking Footwork  1.60 7.25 6.75 6.50 5.25 6.50 7.50 6.75 6.75,7.25,7.00 6.75 6.75,,6.82,
Performance / Execution  1.60 7.50 7.25 6.25 5.75 6.00 8.00 7.75 7.00,7.75,7.50 7.25 6.75,,7.18,
Choreography / Composition  1.60 7.50 7.00 7.00 6.00 6.25 7.75 7.00 7.00,7.75,7.25 6.75 6.75,,6.96,
Interpretation  1.60 7.50 7.00 6.75 6.00 6.25 8.00 7.00 7.25,7.75,7.25 6.50 6.75,,6.96,
Judges Total Program Component Score (factored),,,,56.10,
Deductions:,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU Four Continents Figure Skating Championships,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
Total Total,Total,,Total,
NOC Segment Element,Program  Component,,Deductions,
Rank Name,,,,
Code Score Score,Score (factored),,,
"= +",+,,-,
3 Miki ANDO JPN  117.59  60.85,56.74,,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 3Lz+2Lo  7.50 -1.71 -1 -2 -2 -2 -2 -2 -1 -2,-2 -1 -2 -2,,5.79,
2 2S  1.30 -0.89 -3 -3 -2 -3 -3 -3 -2 -I2nfo,-3 -2 -3 -2,,0.41,Info
3 3F  5.50  0.43 1 0 0 1 0 0 1 1,1 0 0 1,,5.93,
4 CoSp3  2.50  0.21 1 0 0 1 0 0 1 0,1 1 0 1,,2.71,
5 SpSq4  3.40  1.00 1 1 0 1 1 1 1 0,1 1 1 1,,4.40,
6 3Lo  5.50 x  1.00 2 1 0 1 1 1 1 1,1 1 1 0,,6.50,
7 3Lz  6.60 x  0.43 2 0 0 0 0 0 1 1,0 1 0 0,,7.03,
8 3T+2Lo+2Lo  7.70 x  0.57 1 0 1 1 1 0 0 1,0 1 0 0,,8.27,
9 2A+2Lo  5.50 x  0.14 0 0 -1 1 1 0 0 0,0 0 0 -1,,5.64,
10 FSSp4  3.00  0.14 0 0 -1 1 1 0 1 0,0 0 0 0,,3.14,
11 SlSt3  3.10  0.50 1 1 1 1 1 1 1 1,1 1 1 1,,3.60,
12 CCoSp4  3.50  0.50 2 1 1 1 1 1 1 0,1 1 1 1,,4.00,
13 FCoSp4  3.00  0.43 1 1 0 1 1 0 0 1,0 1 1 0,,3.43,
58.10,,,60.85,
Program Components Factor,,,,
Skating Skills  1.60 7.50 7.00 7.50 7.00 7.25 7.50 7.25 7.25,6.25 7.50 7.50 7.25,,7.32,
Transition / Linking Footwork  1.60 7.00 6.50 7.00 5.00 7.00 7.25 6.75 7.00,5.50 7.25 7.00 6.75,,6.93,
Performance / Execution  1.60 7.25 6.75 6.75 6.75 7.00 7.25 6.75 7.00,5.75 7.75 6.50 7.00,,6.96,
Choreography / Composition  1.60 7.50 7.00 7.75 6.25 7.25 7.75 7.25 7.25,6.00 7.50 6.75 7.00,,7.21,
Interpretation  1.60 7.25 7.00 7.50 6.50 7.00 7.50 6.50 7.50,6.00 7.75 6.50 7.00,,7.04,
Judges Total Program Component Score (factored),,,56.74,
Deductions:,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Total Total,Total,,Total,
NOC Segment Element,Program  Component,,Deductions,
Rank Name,,,,
Code Score Score,Score (factored),,,
"= +",+,,-,
4 Na-Young KIM KOR  105.41  58.27,47.14,,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 3F+2T  6.80  0.00 1 0 -1 0 0 0 0 0,0 0 -1 0,,6.80,
2 2A+2A+SEQ  5.60  0.71 0 0 0 1 0 1 1 1,1 1 1 0,,6.31,
3 3Lz+2T  7.30 -0.57 1 0 -1 -1 -1 0 0 -1,0 -1 -1 -1,,6.73,
4 FSSp4  3.00  0.29 1 1 1 1 0 0 1 0,0 0 1 0,,3.29,
5 CoSp4  3.00  0.14 0 1 1 0 0 0 1 0,1 0 1 0,,3.14,
6 3F  6.05 x  0.57 1 0 0 0 0 1 1 0,0 1 1 -1,,6.62,
7 3Lz  6.60 x  0.57 1 1 0 0 0 1 1 1,0 0 0 1,,7.17,
8 SpSq4  3.40  0.29 0 0 0 0 0 0 1 0,0 1 1 0,,3.69,
9 2A  3.85 x  0.14 0 0 0 1 0 0 1 0,0 0 0 0,,3.99,
10 CiSt3  3.10  0.00 0 0 0 0 0 0 1 0,0 0 0 0,,3.10,
11 3T<  1.43 x -0.83 -3 -3 -2 -3 -3 -2 -3 -2,-3 -2 -2 -2,,0.60,
12 CCoSp4  3.50  0.50 1 1 1 1 1 0 1 1,1 1 1 0,,4.00,
13 LSp3  2.40  0.43 1 1 1 1 0 1 1 2,1 1 0 1,,2.83,
56.03,,,58.27,
Program Components Factor,,,,
Skating Skills  1.60 5.50 6.00 6.75 5.75 5.50 6.00 6.25 7.00,6.00 6.50 7.50 6.25,,6.14,
Transition / Linking Footwork  1.60 4.50 5.75 6.25 5.00 5.25 5.25 5.25 6.50,5.25 6.50 5.75 5.75,,5.54,
Performance / Execution  1.60 6.00 5.75 6.75 5.25 5.25 5.50 6.25 6.75,5.25 6.50 7.00 6.00,,6.00,
Choreography / Composition  1.60 5.00 5.75 7.00 6.00 5.50 5.50 6.25 7.00,5.75 6.50 6.75 6.00,,6.04,
Interpretation  1.60 4.75 5.75 6.75 5.50 5.25 5.25 5.75 7.00,5.25 6.50 6.25 5.75,,5.75,
Judges Total Program Component Score (factored),,,47.14,
Deductions:,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU Four Continents Figure Skating Championships,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
Total Total,Total,,Total,
NOC Segment Element,Program  Component,,Deductions,
Rank Name,,,,
Code Score Score,Score (factored),,,
"= +",+,,-,
