ISU Four Continents Figure Skating Championships,,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Tessa VIRTUE / Scott MOIR CAN  65.02  34.74,,,30.28,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 CoSp3  4.00  1.00 2 2 2 1 2 2 2 2,,2,2 2 2,5.00,
2 CuLi4  4.00  1.14 Info 2 3 2 2 2 1 3 2,,2,2 Info3 2,5.14,Info
3 CiSt4  8.00  2.00 3 2 2 2 2 2 2 2,,1,1 2 2,10.00,
4 NtMiTw4  3.30  0.71 2 2 1 0 3 2 2 0,,1,2 1 1,4.01,
5 NtMiSt4  4.30  1.00 2 2 2 2 2 2 3 2,,2,2 2 2,5.30,
6 RoLi4  4.00  1.29 2 2 2 3 3 2 3 1,,3,2 3 2,5.29,
27.60,,,,34.74,
Program Components Factor,,,,,
Skating Skills  0.80 8.25 7.50 7.75 7.50 7.75 8.00 8.25 7.75,,8.00,7.75 8.25 8.00,7.89,
Linking Footwork / Movement  0.80 7.75 7.25 8.00 7.50 7.50 8.25 8.00 7.75,,7.75,7.50 8.00 7.75,7.79,
Performance  0.60 8.75 7.50 8.25 7.50 7.75 8.50 8.50 7.75,,8.00,8.00 7.75 7.75,7.93,
Choreography  0.60 8.00 7.50 8.00 7.50 8.00 8.25 8.25 7.75,,8.00,7.75 8.50 8.00,8.00,
Interpretation / Timing  1.00 8.00 7.50 8.50 7.50 8.25 8.50 8.50 8.00,,8.00,8.00 8.50 8.00,8.18,
Judges Total Program Component Score (factored),,,,30.28,
Deductions:,,,,0.00,
"*  Invalid element",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Meryl DAVIS / Charlie WHITE USA  61.93  33.01,,,28.92,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 CiSt3  7.20  1.43 2 1 2 1 1 2 1 1,,2,1 2 1,8.63,
2 CoSp4  4.70  0.57 2 1 0 1 2 1 0 1,,2,2 2 1,5.27,
3 SlLi4  4.00  0.86 2 2 0 3 2 1 2 1,,2,2 2 1,4.86,
4 NtMiTw4  3.30  1.00 2 1 1 2 3 2 2 2,,3,2 2 2,4.30,
5 NtMiSt3  3.80  0.86 2 2 1 2 2 2 2 2,,3,1 1 1,4.66,
6 RoLi4  4.00  1.29 2 2 1 3 3 2 3 2,,3,2 3 2,5.29,
27.00,,,,33.01,
Program Components Factor,,,,,
Skating Skills  0.80 8.00 7.25 6.75 7.00 7.75 7.50 7.75 7.25,,8.75,7.25 7.25 7.75,7.46,
Linking Footwork / Movement  0.80 8.25 7.00 6.50 7.00 7.50 7.75 8.00 7.00,,8.50,7.00 7.50 7.50,7.46,
Performance  0.60 7.75 7.00 6.75 7.50 7.75 7.50 8.25 7.25,,8.75,7.50 7.50 7.50,7.57,
Choreography  0.60 7.75 7.25 6.75 7.75 7.75 7.75 8.00 7.25,,8.50,7.50 8.00 7.75,7.75,
Interpretation / Timing  1.00 8.00 7.25 7.00 7.75 8.00 8.00 8.25 7.50,,8.75,7.50 7.50 7.75,7.79,
Judges Total Program Component Score (factored),,,,28.92,
Deductions:,,,,0.00,
"*  Invalid element",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Kimberly NAVARRO / Brent BOMMENTRE USA  56.67  31.14,,,25.53,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 SlLi4  4.00  0.64 2 1 1 1 2 1 2 1,,2,1 1 1,4.64,
2 Sp4  4.70  0.57 2 1 1 2 1 1 2 2,,1,1 0 1,5.27,
3 CiSt3  7.20  0.86 0 1 2 1 0 1 1 1,,1,1 0 1,8.06,
4 RoLi4  4.00  0.93 2 2 1 2 2 2 1 2,,2,1 2 2,4.93,
5 NtMiTw4  3.30  0.07 0 1 0 0 1 1 -1 1,,0,2 -1 0,3.37,
