ISU Four Continents Figure Skating Championships,,,,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Tessa VIRTUE / Scott MOIR CAN  38.22  20.07,,,18.15,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  2.30  0.86 2 2 1 1 2 2 2 1,,2,1 2 2,3.16,
2 1S2  2.80  0.71 1 Info1 2 1 1 2 2 2,,2,2 1 Info 1,3.51,Info
3 1S3  1.60  0.71 2 2 2 2 2 1 2 1,,1,1 0 1,2.31,
4 2S1  2.80  0.93 2 2 1 0 1 2 3 1,,1,1 1 2,3.73,
5 2S2  3.50  0.70 1 1 1 1 1 2 2 1,,1,2 1 0,4.20,
6 2S3  2.00  1.16 2 2 2 2 2 1 2 1,,2,2 1 1,3.16,
15.00,,,,20.07,
Program Components Factor,,,,,
Skating Skills  0.75 8.00 6.75 7.25 7.25 7.75 7.00 8.50 7.25,,7.75,7.25 6.50 7.75,7.29,
Timing  0.75 7.75 6.50 7.75 6.75 7.25 6.75 8.75 7.00,,7.50,7.00 6.25 7.50,7.04,
Performance / Execution  0.50 7.75 7.00 7.75 7.00 7.50 6.75 8.50 7.25,,8.25,7.50 6.50 7.50,7.25,
Interpretation  0.50 8.25 7.50 8.00 7.50 7.50 7.00 8.75 7.50,,8.25,7.25 6.75 7.75,7.54,
Judges Total Program Component Score (factored),,,,18.15,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Meryl DAVIS / Charlie WHITE USA  37.36  19.48,,,17.88,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  2.30  0.71 2 2 1 1 2 1 1 1,,2,2 3 1,3.01,
2 1S2  2.80  0.50 0 1 1 1 1 1 0 1,,1,1 2 1,3.30,
3 1S3  1.60  0.79 2 1 2 2 2 1 1 1,,2,1 2 0,2.39,
4 2S1  2.80  1.04 1 2 1 1 2 1 0 1,,2,1 2 0,3.84,
5 2S2  3.50  0.50 1 1 1 1 1 0 1 0,,1,1 2 -1,4.00,
6 2S3  2.00  0.94 2 1 1 2 2 1 1 0,,2,1 2 0,2.94,
15.00,,,,19.48,
Program Components Factor,,,,,
Skating Skills  0.75 7.50 6.50 6.75 7.25 7.75 6.75 6.75 6.75,,8.00,6.25 7.50 7.50,7.18,
Timing  0.75 7.25 6.25 6.75 7.00 7.50 6.50 7.00 6.50,,7.75,6.00 7.25 7.50,7.00,
Performance / Execution  0.50 7.50 6.75 7.00 7.25 7.75 6.50 6.75 7.00,,7.75,6.25 7.50 7.25,7.21,
Interpretation  0.50 7.50 6.75 7.25 7.50 7.50 6.75 7.00 7.00,,8.00,6.50 7.50 7.25,7.25,
Judges Total Program Component Score (factored),,,,17.88,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Kimberly NAVARRO / Brent BOMMENTRE USA  34.36  18.31,,,16.05,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  2.30  0.57 1 1 1 1 1 1 1 1,,2,1 2 1,2.87,
2 1S2  2.80  0.57 1 1 1 1 1 1 0 0,,1,-1 2 2,3.37,
3 1S3  1.60  0.57 1 2 1 2 1 1 0 1,,1,0 1 1,2.17,
4 2S1  2.80  0.70 1 1 1 1 1 1 1 1,,1,0 1 1,3.50,
5 2S2  3.50  0.20 0 0 1 0 0 1 0 0,,0,-1 0 1,3.70,
6 2S3  2.00  0.70 1 1 1 1 1 1 1 1,,1,0 1 0,2.70,
15.00,,,,18.31,
Program Components Factor,,,,,
Skating Skills  0.75 6.25 6.00 6.50 6.25 6.50 6.50 6.00 6.25,,7.50,5.50 5.75 7.50,6.50,
Timing  0.75 6.00 6.00 6.50 6.00 6.00 6.25 6.00 6.00,,7.25,5.00 5.50 7.25,6.29,
