ISU GP Rostelecom Cup 2009,,,,,
ICE DANCE COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,,,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Meryl DAVIS / Charlie WHITE,USA  9  37.87  19.00,,18.87,0.00,
"# Executed Base",GOE The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90,0.98 1 2 1 1 2 1 2,,2 1,3.88,
2 1S2  1.60,0.50 1 1 1 1 2 2 2,,1 1,2.10,
3 1S3  2.40,0.40 1 1 0 1 1 2 1,,0 1,2.80,
4 2S1  3.20,0.56 1 1 1 0 1 1 1,,1 0,3.76,
"",Info,,Info,,Info
5 2S2  2.30,0.50 1 1 1 1 2 2 2,,0 1,2.80,
6 2S3  3.10,0.56 1 1 0 1 1 2 2,,1 0,3.66,
15.50,,,,19.00,
Program Components,Factor,,,,
Skating Skills,0.75 7.75 7.75 7.50 7.50 7.75 7.50 8.00,,7.75 7.50,7.65,
Timing,0.75 7.50 7.50 7.00 7.00 8.00 7.75 8.00,,7.50 7.50,7.40,
Performance / Execution,0.50 7.50 7.75 7.25 7.25 7.75 8.00 8.00,,8.00 7.25,7.55,
Interpretation,0.50 7.50 7.75 7.50 7.50 8.00 7.75 8.00,,7.75 7.50,7.60,
Judges Total Program Component Score (factored),,,,18.87,
Deductions:,,,,0.00,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Anna CAPPELLINI / Luca LANOTTE,ITA  7  32.73  16.32,,16.41,0.00,
"# Executed Base",GOE The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90,0.56 1 1 0 1 -1 0 1,,1 0,3.46,
2 1S2  1.60,0.20 0 0 0 1 0 0 1,,1 0,1.80,
3 1S3  2.40,0.20 0 1 0 1 0 0 1,,0 1,2.60,
4 2S1  3.20,-0.14 0 -1 0 0 0 -1 -1,,0 0,3.06,
5 2S2  2.30,0.00 1 0 0 0 0 0 0,,0 1,2.30,
6 2S3  3.10,0.00 0 0 0 0 0 0 0,,0 0,3.10,
15.50,,,,16.32,
Program Components,Factor,,,,
Skating Skills,0.75 7.25 6.25 6.00 7.00 6.25 5.25 6.50,,7.25 6.50,6.65,
Timing,0.75 6.75 6.00 5.50 6.75 6.25 5.00 6.00,,7.00 6.75,6.35,
Performance / Execution,0.50 7.00 6.25 5.75 6.75 6.50 5.50 6.25,,7.25 6.50,6.55,
Interpretation,0.50 7.25 6.25 6.25 7.25 6.50 5.00 6.50,,7.25 6.75,6.75,
Judges Total Program Component Score (factored),,,,16.41,
Deductions:,,,,0.00,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Ekaterina RUBLEVA / Ivan SHEFER,RUS  5  30.33  15.64,,14.69,0.00,
"# Executed Base",GOE The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90,0.42 1 0 1 1 0 0 1,,0 1,3.32,
2 1S2  1.60,0.00 0 0 0 1 0 0 0,,0 0,1.60,
3 1S3  2.40,0.00 0 -1 0 0 0 0 1,,0 0,2.40,
4 2S1  3.20,-0.28 0 -1 0 0 -1 -1 0,,-1 -1,2.92,
5 2S2  2.30,0.00 0 -1 0 0 0 0 0,,0 0,2.30,
6 2S3  3.10,0.00 0 -1 0 0 -1 0 0,,0 -1,3.10,
15.50,,,,15.64,
Program Components,Factor,,,,
Skating Skills,0.75 5.50 6.00 6.50 6.00 5.25 5.50 6.75,,6.00 5.50,5.90,
Timing,0.75 5.25 5.50 6.25 5.75 5.00 5.50 6.25,,5.75 5.00,5.70,
Performance / Execution,0.50 5.25 5.75 6.25 6.25 5.50 5.75 6.50,,5.75 5.75,5.90,
Interpretation,0.50 5.50 6.00 6.50 6.25 5.75 5.75 6.75,,6.00 5.50,6.05,
Judges Total Program Component Score (factored),,,,14.69,
Deductions:,,,,0.00,
ISU GP Rostelecom Cup 2009,,,,,
ICE DANCE COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,,,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
4 Vanessa CRONE / Paul POIRIER,CAN  8  29.94  15.32,,14.62,0.00,
"# Executed Base",GOE The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90,0.00 -1 0 1 -1 0 1 -1,,0 0,2.90,
2 1S2  1.60,0.10 0 0 0 0 0 1 0,,0 1,1.70,
3 1S3  2.40,0.00 0 0 0 0 0 1 -1,,-1 0,2.40,
4 2S1  3.20,-0.14 -1 0 0 -1 0 1 -1,,0 0,3.06,
"",Info,,Info,,Info
5 2S2  2.30,0.00 0 1 1 0 -1 1 0,,-1 0,2.30,
6 2S3  3.10,-0.14 0 1 0 0 -1 0 -1,,0 -1,2.96,
15.50,,,,15.32,
Program Components,Factor,,,,
Skating Skills,0.75 6.25 6.00 6.25 5.75 6.00 6.75 6.00,,6.00 5.75,6.05,
Timing,0.75 5.50 5.75 6.00 5.25 5.75 6.25 5.00,,5.25 5.50,5.60,
Performance / Execution,0.50 5.75 6.00 6.25 5.50 5.75 6.50 5.75,,5.75 5.25,5.80,
Interpretation,0.50 6.00 6.25 6.25 5.75 5.75 6.50 6.00,,6.00 5.75,5.95,
Judges Total Program Component Score (factored),,,,14.62,
Deductions:,,,,0.00,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
5 Katherine COPELY / Deividas STAGNIUNAS,LTU  6  29.39  15.26,,14.13,0.00,
"# Executed Base",GOE The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90,0.14 0 -1 0 1 0 0 0,,1 0,3.04,
2 1S2  1.60,0.00 0 -1 0 0 1 0 1,,0 0,1.60,
3 1S3  2.40,0.00 0 0 -1 1 -1 0 0,,0 0,2.40,
4 2S1  3.20,-0.28 -1 -1 -1 0 -1 -1 0,,1 0,2.92,
5 2S2  2.30,-0.10 0 -1 0 0 0 0 0,,0 -1,2.20,
6 2S3  3.10,0.00 0 0 0 0 0 0 -1,,0 0,3.10,
15.50,,,,15.26,
Program Components,Factor,,,,
Skating Skills,0.75 5.50 5.50 5.75 5.75 6.00 5.75 5.25,,6.50 6.25,5.80,
Timing,0.75 5.50 5.00 5.50 5.25 6.00 5.25 5.25,,6.00 5.75,5.40,
Performance / Execution,0.50 5.75 5.00 5.50 5.75 5.75 5.75 5.00,,6.50 6.00,5.60,
Interpretation,0.50 5.25 5.25 5.75 6.00 6.00 6.00 5.25,,6.25 6.25,5.85,
Judges Total Program Component Score (factored),,,,14.13,
Deductions:,,,,0.00,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
6 Lucie MYSLIVECKOVA / Matej NOVAK,CZE  4  28.08  15.06,,13.02,0.00,
"# Executed Base",GOE The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90,0.14 0 -1 0 0 0 1 1,,0 0,3.04,
2 1S2  1.60,-0.30 0 -1 -1 0 0 -1 0,,-1 -1,1.30,
3 1S3  2.40,0.00 0 0 0 0 0 0 0,,0 0,2.40,
4 2S1  3.20,-0.28 -1 -1 0 -1 0 0 0,,0 -1,2.92,
5 2S2  2.30,0.00 0 0 0 0 1 0 0,,-1 0,2.30,
6 2S3  3.10,0.00 0 0 0 0 0 0 0,,0 -1,3.10,
15.50,,,,15.06,
Program Components,Factor,,,,
Skating Skills,0.75 5.50 5.50 5.25 5.50 5.75 5.25 5.00,,5.25 5.25,5.35,
Timing,0.75 5.00 5.00 4.75 5.25 5.75 5.00 4.75,,5.00 4.75,4.95,
Performance / Execution,0.50 5.50 5.25 5.25 5.50 5.50 5.00 5.25,,5.25 5.25,5.30,
Interpretation,0.50 5.50 5.50 5.00 5.75 5.25 5.25 5.00,,5.25 5.25,5.30,
Judges Total Program Component Score (factored),,,,13.02,
Deductions:,,,,0.00,
ISU GP Rostelecom Cup 2009,,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
7 Anastasia PLATONOVA / Alexander GRACHEV,RUS  2  27.93  14.06,,13.87,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90 -0.28,-1 0 -1 0 -1 0 0,,0 0,2.62,
2 1S2  1.60 -0.20,-1 0 0 -1 0 -1 0,,-1 -1,1.40,
3 1S3  2.40  0.00,0 0 0 0 0 0 0,,0 0,2.40,
4 2S1  3.20 -0.42,-1 -1 0 -1 -1 0 0,,-1 -1,2.78,
"",Info,,Info,,Info
5 2S2  2.30 -0.40,-1 0 -1 0 -1 -1 0,,-1 -2,1.90,
6 2S3  3.10 -0.14,0 0 0 0 -1 0 0,,-1 -1,2.96,
15.50,,,,14.06,
Program Components Factor,,,,,
Skating Skills  0.75,6.00 5.75 5.50 5.25 5.75 5.50 5.75,,6.25 5.00,5.75,
Timing  0.75,5.50 5.25 5.00 4.50 5.25 4.75 5.00,,5.75 4.00,5.20,
Performance / Execution  0.50,5.75 5.75 5.50 5.50 5.50 5.50 5.75,,6.00 4.75,5.65,
Interpretation  0.50,5.75 5.75 5.75 5.25 5.50 5.25 5.50,,6.00 5.25,5.65,
Judges Total Program Component Score (factored),,,,13.87,
Deductions:,,,,0.00,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
8 Ekaterina RIAZANOVA / Ilia TKACHENKO,RUS  1  27.89  13.84,,14.05,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90  0.14,0 0 1 0 1 -1 0,,0 1,3.04,
2 1S2  1.60 -0.10,0 -1 -1 0 0 0 0,,0 0,1.50,
3 1S3  2.40  0.00,-1 0 0 0 0 -1 0,,0 -1,2.40,
4 2S1  3.20  0.00,0 0 0 0 0 -1 0,,0 1,3.20,
5 2S2  2.30 -0.30,0 -1 -1 0 0 -1 -1,,-1 -1,2.00,
6 2S3  3.10 -1.40,-2 -2 -3 -2 -2 -3 -2,,-2 -3,1.70,
15.50,,,,13.84,
Program Components Factor,,,,,
Skating Skills  0.75,5.75 6.25 6.00 5.75 6.00 5.25 5.75,,5.75 4.75,5.85,
Timing  0.75,5.50 5.75 4.00 5.25 5.25 4.75 5.25,,5.50 4.00,5.35,
Performance / Execution  0.50,5.25 5.75 4.75 5.50 6.25 5.25 5.50,,5.50 4.50,5.50,
Interpretation  0.50,5.75 6.25 5.00 5.75 6.00 5.50 5.75,,5.75 4.50,5.80,
Judges Total Program Component Score (factored),,,,14.05,
Deductions:,,,,0.00,
"",Starting Total Total,,Total,Total,
Rank Name,Nation Number Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
9 Carolina HERMANN / Daniel HERMANN,GER  3  25.54  13.56,,11.98,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 1S1  2.90 -0.42,-1 0 -1 -1 -1 0 0,,0 -1,2.48,
2 1S2  1.60 -0.10,0 0 0 -1 -1 0 0,,0 0,1.50,
3 1S3  2.40 -0.20,0 0 -1 -1 0 0 0,,-1 0,2.20,
4 2S1  3.20 -0.42,-1 -1 0 -1 -1 -1 0,,-1 0,2.78,
5 2S2  2.30 -0.10,0 0 0 0 -1 0 0,,0 -1,2.20,
6 2S3  3.10 -0.70,-1 -1 -1 0 -1 -1 -1,,-1 -1,2.40,
15.50,,,,13.56,
Program Components Factor,,,,,
Skating Skills  0.75,5.50 5.00 5.25 4.75 5.00 5.25 5.00,,4.75 5.75,5.05,
Timing  0.75,4.75 5.25 4.75 4.00 4.50 4.75 4.50,,4.25 5.25,4.55,
Performance / Execution  0.50,5.25 5.00 4.75 4.50 4.75 5.00 4.75,,4.50 5.50,4.75,
Interpretation  0.50,5.00 5.50 5.00 4.50 4.75 5.25 3.75,,4.50 5.25,4.80,
Judges Total Program Component Score (factored),,,,11.98,
Deductions:,,,,0.00,
Printed: 10/23/2009  2:27:05PM,,,,,
