ISU GP Rostelecom Cup 2009,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Qing PANG / Jian TONG CHN  8,125.93  63.05,,,62.88,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 2A+2A+SEQ  5.60  1.00 1 1 1,1 1 1 1,,,1 1,6.60,
2 2T  1.30 -0.60 -2 -2 -2,-2 -2 0 -2,,,-1 -1,0.70,
3 5ALi4  6.50  0.00 1 0 0,0 0 1 -1,,,0 0,6.50,
4 SpSq4  3.40  1.00 1 1 0,1 1 1 1,,,1 1,4.40,
"",,,Info,,,Info
5 FCCoSp4  3.50  0.50 1 1 1,1 1 2 1,,,0 0,4.00,
6 3LzTw2  6.05 x  1.12 2 2 0,1 1 1 2,,,2 2,7.17,
7 PCoSp4  4.50  0.50 1 1 1,0 1 1 1,,,1 1,5.00,
8 3STh  4.95 x  1.76 3 3 2,3 2 3 2,,,2 3,6.71,
9 3LoTh  5.50 x  0.98 2 2 2,0 0 2 1,,,2 2,6.48,
10 BoDs3  4.00  0.14 1 0 0,1 0 1 0,,,1 0,4.14,
11 5TLi3  6.05 x  0.30 0 1 0,0 1 1 1,,,1 1,6.35,
12 4Li4  4.40 x  0.60 1 2 1,1 1 2 1,,,1 2,5.00,
55.75,,,,,63.05,
Program Components Factor,,,,,,
Skating Skills  1.60 8.25 8.25 7.25,8.00 8.00 7.75 7.75,,7.50,8.50,8.05,
Transition / Linking Footwork  1.60 7.75 8.00 7.25,7.50 7.50 7.75 7.50,,7.25,8.25,7.65,
Performance / Execution  1.60 8.25 8.50 7.75,7.75 7.75 8.25 7.50,,7.50,8.25,7.95,
Choreography / Composition  1.60 8.00 7.75 7.50,7.50 7.75 8.00 7.75,,7.50,8.50,7.75,
Interpretation  1.60 8.25 8.25 7.50,7.25 8.00 8.00 7.50,,8.00,8.25,7.90,
Judges Total Program Component Score (factored),,,,,62.88,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Yuko KAVAGUTI / Alexander SMIRNOV RUS  7,118.52  59.08,,,59.44,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3STh  4.50  0.00 1 0 0,1 0 -1 0,,,0 -1,4.50,
2 3T+2T+SEQ  4.24 -1.00 0 -1 -1,-1 0 -1 -1,,,-1 -2,3.24,
3 3LzTw2  5.50  0.28 1 -1 0,0 1 0 1,,,0 1,5.78,
4 FCCoSp4  3.50  0.30 2 0 0,0 1 0 1,,,1 1,3.80,
5 SpSq4  3.40  1.00 2 1 1,1 2 1 1,,,1 1,4.40,
6 2A  3.85 x  0.00 1 0 0,0 0 0 0,,,0 -1,3.85,
7 3LoTh  5.50 x  0.28 1 0 0,1 1 -1 0,,,1 0,5.78,
8 3Li4  4.40 x  0.50 2 2 0,1 2 0 1,,,2 1,4.90,
9 5ALi4  7.15 x  0.40 1 1 0,0 1 1 0,,,0 1,7.55,
10 5SLi4  6.60 x  0.60 2 1 1,2 1 0 1,,,1 1,7.20,
11 FiDs3  3.20  0.28 1 1 0,1 1 0 0,,,-1 1,3.48,
12 PCoSp4  4.50  0.10 1 0 0,0 1 0 1,,,0 0,4.60,
56.34,,,,,59.08,
Program Components Factor,,,,,,
Skating Skills  1.60 8.25 7.25 6.50,8.25 7.75 7.25 7.75,,7.00,7.25,7.50,
