ISU GP Rostelecom Cup 2009,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Miki ANDO JPN  10,114.75  58.23,,,57.52,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+2Lo  7.50  0.60 0 1 0,1 1 0 1,,,0 1,8.10,
2 2A+3T< <  4.80 -2.32 -3 -2 -3,-2 -2 -3 -3,,,-3 -3,2.48,
3 CCoSp3  3.00  0.50 1 1 1,1 2 1 1,,,0 1,3.50,
4 3Lo  5.00  0.00 -1 0 0,0 0 0 0,,,-1 0,5.00,
"",,,Info,,,Info
5 SpSq4  3.40  1.00 2 0 1,2 2 0 1,,,1 1,4.40,
6 3S  4.95 x  0.60 0 1 2,1 1 0 1,,,1 0,5.55,
7 3Lz  6.60 x  1.00 1 1 1,1 1 1 1,,,1 1,7.60,
8 FSSp3  2.60  0.50 0 1 1,2 1 1 1,,,1 1,3.10,
9 3T+2Lo  6.05 x  0.40 0 0 0,0 1 0 1,,,0 1,6.45,
10 2A  3.85 x  0.60 1 0 1,1 1 1 0,,,0 0,4.45,
11 SlSt3  3.30  0.70 2 1 2,1 2 1 1,,,1 1,4.00,
12 FCoSp4  3.00  0.60 2 1 1,2 1 1 2,,,1 1,3.60,
54.05,,,,,58.23,
Program Components Factor,,,,,,
Skating Skills  1.60 6.25 7.25 7.50,7.00 8.25 7.50 7.25,,6.50,7.25,7.35,
Transition / Linking Footwork  1.60 6.25 6.75 7.00,6.00 8.00 7.25 6.75,,6.25,6.25,6.80,
Performance / Execution  1.60 6.50 6.75 7.50,6.75 8.25 7.50 7.25,,7.00,7.00,7.20,
Choreography / Composition  1.60 6.75 7.25 7.50,6.75 8.50 7.25 7.25,,6.75,7.50,7.35,
Interpretation  1.60 6.75 7.00 7.75,6.50 8.00 7.25 7.25,,6.50,7.00,7.25,
Judges Total Program Component Score (factored),,,,,57.52,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Ashley WAGNER USA  8,108.81  54.81,,,54.00,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3F+2T  6.80 -0.20 0 -1 1,1 -1 0 -1,,,0 -1,6.60,
2 3Lo  5.00  1.00 1 1 1,1 1 1 0,,,1 1,6.00,
3 CCoSp4  3.50  0.10 0 0 0,1 1 1 0,,,0 0,3.60,
4 SpSq3  3.10  0.50 0 1 1,1 1 1 1,,,1 1,3.60,
5 2A  3.50  1.00 1 1 1,1 1 1 0,,,1 0,4.50,
6 3S  4.95 x  1.00 0 1 1,1 1 2 1,,,1 1,5.95,
7 2A+2T  5.28 x  0.20 0 1 0,1 0 0 0,,,0 0,5.48,
8 3F<+2A+SEQ <  4.58 x  0.80 1 1 1,1 0 1 0,,,0 1,5.38,
9 3Lz e  6.60 x -2.00 -2 -2 -2,-1 -2 -2 -2,,,-2 -2,4.60,
10 FSSp3  2.60  0.40 1 1 1,1 0 0 0,,,0 1,3.00,
11 SlSt2  2.30  0.30 0 0 1,1 1 0 1,,,0 1,2.60,
12 FCCoSp3  3.00  0.50 1 1 1,1 1 1 1,,,-1 1,3.50,
51.21,,,,,54.81,
Program Components Factor,,,,,,
Skating Skills  1.60 6.50 6.75 8.00,7.50 5.25 6.50 6.00,,6.50,6.75,6.80,
