ISU GP Rostelecom Cup 2009,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Julia SEBESTYEN HUN  9,57.94  32.90,,26.04,-1.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+2T  7.30  0.80 1 1 0,0 1 1 1,,1 1,8.10,
2 3F  5.50  0.20 0 -1 0,0 1 0 1,,0 1,5.70,
3 FCSp3  2.80  0.00 0 0 1,0 0 0 0,,0 1,2.80,
4 SpSq4  3.40  0.00 1 0 0,0 0 0 1,,0 1,3.40,
Info,,,Info,,Info
5 2A  3.50  0.60 0 1 1,1 1 0 0,,0 1,4.10,
6 LSp1  1.50  0.00 1 0 -1,0 0 0 1,,0 0,1.50,
7 CiSt3  3.30  0.10 0 0 1,0 -1 0 1,,0 2,3.40,
8 CCoSp4  3.50  0.40 1 1 0,1 0 1 2,,1 1,3.90,
30.80,,,,32.90,
Program Components Factor,,,,,
Skating Skills  0.80 6.50 6.25 6.75,6.50 6.75 6.75 7.25,,7.00 6.75,6.75,
Transition / Linking Footwork  0.80 6.25 6.50 6.25,6.25 5.50 6.25 7.00,,6.50 6.50,6.35,
Performance / Execution  0.80 6.75 5.75 6.50,6.50 6.50 6.50 7.25,,6.75 7.00,6.55,
Choreography / Composition  0.80 6.75 6.00 6.50,6.50 6.25 6.50 7.25,,6.50 6.75,6.45,
Interpretation  0.80 6.25 5.50 6.50,6.25 6.50 6.50 7.50,,6.50 7.00,6.45,
Judges Total Program Component Score (factored),,,,26.04,
Deductions: Time violation: -1.00,,,,-1.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Alissa CZISNY USA  7,57.64  32.44,,25.20,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+2T  7.30  0.00 0 0 0,0 0 0 0,,0 0,7.30,
2 3F !  5.50 -1.20 -2 -1 -2,-2 0 -1 -1,,0 -1,4.30,
3 SpSq4  3.40  1.00 2 1 2,1 2 1 1,,1 1,4.40,
4 2A  3.50 -0.96 -1 -2 -2,-1 -1 -1 -1,,-1 -1,2.54,
5 FSSp4  3.00  0.20 0 1 0,1 1 1 0,,0 0,3.20,
6 LSp4  2.70  1.10 2 3 2,2 3 3 2,,2 2,3.80,
7 SlSt2  2.30  0.10 1 0 1,0 2 0 0,,0 1,2.40,
8 CCoSp4  3.50  1.00 2 2 2,2 2 2 2,,0 2,4.50,
31.20,,,,32.44,
Program Components Factor,,,,,
Skating Skills  0.80 6.75 5.50 6.75,6.25 7.00 7.00 6.00,,6.25 6.50,6.35,
Transition / Linking Footwork  0.80 6.25 5.00 6.50,6.00 7.00 6.75 5.75,,5.75 6.25,6.05,
Performance / Execution  0.80 7.00 5.50 6.75,6.50 7.25 6.50 6.00,,6.00 6.75,6.35,
Choreography / Composition  0.80 6.75 5.50 6.50,6.25 7.50 6.75 6.00,,6.25 6.75,6.35,
Interpretation  0.80 6.75 5.25 6.50,6.75 7.50 7.00 6.00,,6.00 6.75,6.40,
Judges Total Program Component Score (factored),,,,25.20,
Deductions:,,,,0.00,
"!  Jump take off with wrong edge (short)",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Miki ANDO JPN  11,57.18  28.98,,28.20,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
