ISU GP Rostelecom Cup 2009,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Evgeni PLUSHENKO RUS,11,158.40  81.60,,76.80,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4T+3T  13.80  1.40 0 1,2,1 2 2 1,,2 0,15.20,
2 3A  8.20  1.60 1 1,1,1 2 2 2,,2 2,9.80,
3 3A+2T  9.50  0.80 0 0,1,1 1 0 1,,2 1,10.30,
4 3Lo  5.00  0.00 -1 0,0,0 0 1 0,,0 0,5.00,
"",,Info,,,,Info
5 FSSp3  2.60  0.00 0 0,0,0 0 0 1,,1 0,2.60,
6 3F  5.50  0.60 1 1,1,1 0 0 1,,1 0,6.10,
7 CSSp4  3.00  0.40 0 1,0,0 0 2 1,,1 2,3.40,
8 CiSt3  3.30  0.90 2 2,2,1 1 2 2,,2 2,4.20,
9 3Lz  6.60 x  1.20 1 0,1,1 2 1 1,,1 2,7.80,
10 2A  3.85 x  0.80 1 0,1,0 2 1 1,,1 1,4.65,
11 SlSt3  3.30  0.60 3 0,2,1 1 0 2,,1 2,3.90,
12 CCoSp4  3.50  0.20 0 1,0,0 0 1 1,,1 0,3.70,
13 3S  4.95 x  0.00 -1 0,0,0 0 0 0,,1 0,4.95,
73.10,,,,,81.60,
Program Components Factor,,,,,,
Skating Skills  2.00 7.75 7.50,8.75,8.00 7.75 7.25 8.75,,8.75 8.00,8.00,
Transition / Linking Footwork  2.00 7.50 6.25,8.50,7.00 7.00 6.00 7.75,,7.75 6.75,6.95,
Performance / Execution  2.00 8.25 7.50,8.50,8.25 7.75 7.50 9.00,,9.00 8.25,8.05,
Choreography / Composition  2.00 8.00 7.25,8.75,7.25 7.25 6.75 8.50,,8.50 7.75,7.60,
Interpretation  2.00 8.25 7.75,8.75,7.25 7.25 6.50 9.00,,9.00 8.00,7.80,
Judges Total Program Component Score (factored),,,,,76.80,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Takahiko KOZUKA JPN,10,139.63  70.43,,69.20,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4T< <  4.00 -2.20 -2 -2,-2,-3 -2 -3 -2,,-2 -3,1.80,
2 3A+3T< <  9.50 -1.12 0 0,-1,-1 -1 -1 0,,-1 -1,8.38,
3 3Lz+2T+2Lo  8.80  0.00 0 0,0,0 0 1 0,,0 0,8.80,
4 FCCoSp4  3.50  0.50 1 1,1,1 1 1 2,,1 1,4.00,
5 CiSt3  3.30  0.50 0 1,1,2 0 0 2,,1 2,3.80,
6 3Lo+2T  6.93 x  0.00 1 0,1,0 0 0 0,,0 0,6.93,
7 FCSSp4  3.00  0.50 1 1,0,1 1 1 1,,1 1,3.50,
8 3A  9.02 x  0.60 1 0,2,0 0 1 1,,1 0,9.62,
9 3F  6.05 x -2.00 -2 -2,-2,-2 -2 -2 -1,,-2 -2,4.05,
10 3S  4.95 x  0.00 1 0,1,0 0 0 0,,0 -1,4.95,
11 3Lz  6.60 x  0.60 1 0,2,0 1 1 0,,1 0,7.20,
12 SlSt3  3.30  0.30 0 0,1,1 0 1 1,,0 1,3.60,
13 CCoSp3  3.00  0.80 1 2,2,1 1 1 2,,1 2,3.80,
71.95,,,,,70.43,
Program Components Factor,,,,,,
