ISU GP Cup of Russia,,,,,,
ICE DANCE ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Jana KHOKHLOVA / Sergei NOVITSKI,RUS  59.33  31.00,,,28.33,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 Sp4  4.70  0.70,2 1 0 2 2 1 2 2,,1,1 - -,5.40,
2 STw4  4.70 Info  0.50,1 0 0 1 2 1 2 1,,Info2,0 - -,5.20,Info
3 SlLi4  4.00  0.80,2 2 1 0 2 1 2 1,,1,2 - -,4.80,
4 MiStNt3  6.20  1.40,1 2 0 1 2 2 2 1,,1,0 - -,7.60,
5 DiSt3  7.20  0.80,1 1 0 0 1 1 1 0,,1,0 - -,8.00,
6 Li+TRANS  0.00  0.00,- - - - - - - -,,-,- - -,0.00,
26.80,,,,,31.00,
Program Components Factor,,,,,,
Skating Skills  0.80,7.50 7.75 7.50 7.25 7.50 7.50 7.50 7.25,,7.50,7.25 - -,7.45,
Linking Footwork / Movement  0.80,7.25 7.75 7.25 7.00 7.00 7.00 7.50 7.25,,7.25,7.00 - -,7.25,
Performance  0.60,7.50 7.75 7.25 7.25 8.00 7.50 8.00 7.25,,7.50,7.00 - -,7.50,
Choreography  0.60,7.50 7.50 7.50 7.25 7.50 7.50 8.00 7.50,,7.25,6.75 - -,7.45,
Interpretation / Timing  1.00,7.75 8.00 7.50 7.50 7.75 7.50 8.25 7.25,,7.50,7.00 - -,7.60,
Judges Total Program Component Score (factored),,,,,28.33,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Oksana DOMNINA / Maxim SHABALIN,RUS  58.64  29.10,,,29.54,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 MiStNt3  6.20  1.40,1 1 0 1 1 2 2 2,,1,1 - -,7.60,
2 Sp4  4.70  0.50,1 0 0 0 0 1 1 1,,1,1 - -,5.20,
3 STw3  4.00  0.50,1 1 0 0 0 1 1 1,,1,1 - -,4.50,
4 CiSt2  6.40  0.40,0 0 0 0 0 2 1 0,,1,0 - -,6.80,
5 SlLi4  4.00  1.00,2 2 1 2 2 2 2 2,,2,2 - -,5.00,
25.30,,,,,29.10,
Program Components Factor,,,,,,
Skating Skills  0.80,8.00 7.75 7.50 7.50 7.50 8.00 7.75 8.00,,7.75,7.50 - -,7.85,
Linking Footwork / Movement  0.80,7.75 7.50 7.25 7.50 7.25 7.50 7.75 7.75,,7.50,7.25 - -,7.60,
Performance  0.60,7.75 7.50 7.25 7.50 7.25 7.75 8.00 7.75,,7.75,7.50 - -,7.70,
Choreography  0.60,7.75 7.75 7.50 7.75 7.50 8.00 8.00 8.00,,7.75,7.50 - -,7.85,
Interpretation / Timing  1.00,8.00 7.50 7.50 7.75 7.75 8.00 8.00 7.75,,7.75,7.75 - -,7.85,
Judges Total Program Component Score (factored),,,,,29.54,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Anna CAPPELLINI / Luca LANOTTE,ITA  54.25  28.70,,,25.55,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 MiStNt2  5.40  1.00,1 1 0 1 0 1 1 1,,1,2 - -,6.40,
2 Sp4  4.70  0.50,1 0 1 1 0 1 1 1,,1,1 - -,5.20,
3 DiSt3  7.20  0.60,0 0 0 -1 0 1 1 0,,1,1 - -,7.80,
4 RoLi4  4.00  0.60,2 1 1 0 1 0 1 1,,1,2 - -,4.60,
5 STw4  4.70  0.00,0 0 0 0 0 0 1 -1,,0,0 - -,4.70,
6 Li+TRANS  0.00  0.00,- - - - - - - -,,-,- - -,0.00,
26.00,,,,,28.70,
Program Components Factor,,,,,,
