10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Jamal OTHMAN,SUI,0,55.94,29.94,26.0,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,2A,,3.5,False,0.6,1,0,0,1,0,0,1,1,1,0,,4.1
2,3Lz+3T<,<,7.3,False,-1.4,-1,-2,-2,-1,-2,-2,-2,-1,-1,-2,,5.9
3,CiSt2,,2.3,False,0.1,1,0,0,1,0,0,1,0,0,-1,,2.4
4,3F,,5.5,False,-0.8,-1,-1,0,-1,-1,0,0,0,0,-1,,4.7
5,CSSp4,,3.0,False,0.2,1,0,0,1,0,0,1,0,1,0,,3.2
6,SlSt3,,3.3,False,0.1,1,0,0,0,0,0,1,1,0,0,,3.4
7,FSSp4,,3.0,False,0.2,1,1,0,0,0,0,0,0,1,-1,,3.2
8,CCoSp3,,3.0,False,0.04,1,0,-1,0,-1,0,0,0,1,-1,,3.04
,,,30.9,,,,,,,,,,,,,,29.94
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,5.0,5.25,5.5,5.75,5.5,5.75,5.25,5.25,5.25,4.5,,5.25
,Transition / Linking Footwork  ,,,,1.0,5.0,4.5,5.25,5.0,5.0,5.25,5.0,5.0,5.0,4.0,,4.9
,Performance / Execution  ,,,,1.0,5.75,5.0,5.25,5.25,5.0,5.75,5.25,5.25,5.5,4.75,,5.2
,Choreography / Composition  ,,,,1.0,5.25,5.25,5.5,5.5,5.25,5.5,5.0,5.5,5.5,4.5,,5.35
,Interpretation  ,,,,1.0,5.5,5.0,5.5,5.5,5.0,5.5,5.25,5.5,5.75,4.25,,5.3
,,,,,,,,,,,,,,,,,26.0
